"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.7","24.7","98","0.0","0","0.0","0","0.0","0.00"
"02","1006.0","24.6","98","0.0","0","0.6","40","0.0","0.00"
"03","1005.7","24.3","98","0.0","0","0.4","73","0.0","0.00"
"04","1006.2","24.6","99","0.0","0","0.5","72","0.0","0.00"
"05","1006.6","24.4","99","0.0","0","0.8","72","0.0","0.00"
"06","1007.1","24.7","99","0.0","0","0.4","69","0.0","0.00"
"07","1007.7","25.1","96","0.0","0","0.9","223","0.0","0.10"
"08","1008.4","25.7","91","0.2","0","1.1","244","0.0","0.30"
"09","1008.9","26.9","86","0.3","250","1.2","254","0.0","0.40"
"10","1009.3","28.3","82","0.1","0","1.0","60","0.0","0.80"
"11","1009.4","29.3","78","0.4","341","2.4","285","0.0","1.10"
"12","1009.0","31.0","72","1.0","81","2.7","56","0.0","2.10"
"13","1008.2","31.4","71","0.9","73","3.8","35","0.0","2.50"
"14","1007.7","31.4","74","1.2","85","5.2","91","0.0","2.40"
"15","1007.8","29.3","79","1.0","48","3.8","114","0.0","0.90"
"16","1007.7","29.8","75","0.9","69","3.4","75","0.0","1.50"
"17","1008.0","29.1","80","0.6","78","2.5","86","0.0","0.80"
"18","1008.5","27.8","85","0.6","71","2.2","55","0.0","0.10"
"19","1009.0","26.6","89","0.0","0","1.6","57","0.0","0.00"
"20","1009.4","26.0","92","0.0","0","0.5","2","0.0","0.00"
"21","1009.8","25.5","94","0.0","0","0.8","47","0.0","0.00"
"22","1010.1","25.2","94","0.0","0","0.4","36","0.0","0.00"
"23","1010.0","25.3","96","0.0","0","0.0","0","0.0","0.00"
"24","1009.8","25.6","97","0.0","0","0.0","0","0.0","0.00"
