"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.9","25.8","97","0.0","0","0.3","226","0.0","0.00"
"02","1007.6","25.5","97","0.0","0","0.8","233","0.0","0.00"
"03","1007.4","25.5","97","0.3","216","1.2","200","0.0","0.00"
"04","1007.6","25.5","96","0.0","0","1.6","204","0.0","0.00"
"05","1007.8","25.1","97","0.0","0","1.0","245","0.0","0.00"
"06","1007.9","25.4","96","0.2","0","1.4","224","0.0","0.00"
"07","1008.1","27.5","88","0.3","227","1.6","293","0.0","0.50"
"08","1008.3","29.7","77","0.2","0","1.9","275","0.0","1.10"
"09","1008.4","31.5","73","0.3","229","2.0","202","0.0","1.70"
"10","1008.0","32.3","71","0.3","196","2.0","198","0.0","2.20"
"11","1007.5","32.6","69","0.2","0","1.8","206","0.0","2.00"
"12","1006.6","34.0","71","0.6","183","3.2","126","0.0","3.20"
"13","1006.1","34.2","71","0.7","147","4.3","134","0.0","3.50"
"14","1005.4","34.1","71","0.8","142","5.5","117","0.0","3.30"
"15","1004.7","30.8","78","0.8","164","4.8","190","0.0","1.20"
"16","1005.3","27.5","87","1.2","275","6.1","134","0.0","0.10"
"17","1005.6","26.9","97","0.1","0","3.6","304","0.5","0.00"
"18","1006.1","26.3","98","0.0","0","1.1","318","0.0","0.00"
"19","1006.8","26.1","98","0.1","0","1.9","227","0.0","0.00"
"20","1007.7","25.7","99","0.0","0","1.4","214","0.0","0.00"
"21","1008.1","26.0","99","0.3","98","2.1","24","0.0","0.00"
"22","1008.3","26.0","99","0.2","0","2.0","210","0.0","0.00"
"23","1007.6","25.8","99","0.3","234","2.6","205","0.0","0.00"
"24","1006.8","25.5","99","0.7","240","2.7","196","0.0","0.00"
