"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.9","25.4","100","0.0","0","0.9","211","0.0","0.00"
"02","1005.3","25.3","100","0.0","0","1.3","281","0.0","0.00"
"03","1004.8","25.3","100","0.0","0","0.9","244","0.0","0.00"
"04","1005.2","25.3","100","0.0","0","0.8","232","0.0","0.00"
"05","1005.0","25.3","100","0.0","0","0.5","223","0.0","0.00"
"06","1005.4","25.2","100","0.0","0","0.0","0","0.0","0.00"
"07","1006.0","25.8","100","0.0","0","1.3","219","0.0","0.10"
"08","1006.2","28.1","94","0.2","0","1.5","251","0.0","0.80"
"09","1006.3","30.4","82","0.5","215","2.3","214","0.0","1.80"
"10","1006.2","31.3","73","0.6","119","2.4","261","0.0","2.60"
"11","1005.4","33.0","69","1.0","71","3.0","34","0.0","2.90"
"12","1004.9","32.1","70","1.2","79","4.2","94","0.0","3.20"
"13","1004.2","30.2","76","1.4","61","4.9","21","0.0","2.40"
"14","1004.1","30.1","77","0.7","47","4.1","64","0.0","1.00"
"15","1004.3","28.2","88","0.4","52","3.2","48","0.0","0.20"
"16","1004.9","25.4","95","0.4","49","3.3","26","0.5","0.10"
"17","1005.8","24.8","97","0.4","53","2.6","79","0.0","0.00"
"18","1006.2","24.8","99","0.0","0","1.1","76","0.5","0.00"
"19","1006.5","24.2","100","0.0","0","1.6","305","3.5","0.00"
"20","1006.5","24.1","100","0.1","0","1.9","216","1.0","0.00"
"21","1006.5","24.1","100","0.0","0","1.6","266","0.0","0.00"
"22","1006.5","23.9","100","0.0","0","1.1","217","0.0","0.00"
"23","1006.3","23.6","100","0.0","0","0.5","296","0.0","0.00"
"24","1005.6","23.8","100","0.0","0","0.1","0","0.0","0.00"
