"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1000.3","26.7","95","0.2","0","1.8","217","0.0","0.00"
"02","999.8","26.4","97","0.8","214","2.9","230","0.0","0.00"
"03","1000.3","26.0","98","0.1","0","2.7","215","0.0","0.00"
"04","999.8","25.7","99","0.0","0","3.0","208","0.0","0.00"
"05","1000.1","25.6","100","0.0","0","2.8","212","0.0","0.00"
"06","1000.4","25.8","100","0.0","0","0.9","192","0.0","0.00"
"07","1000.5","26.8","96","0.0","0","2.4","208","0.0","0.20"
"08","1000.8","28.8","87","0.3","219","2.2","216","0.0","0.80"
"09","1001.0","29.8","81","0.5","239","1.9","210","0.0","1.10"
"10","1000.8","31.9","76","0.1","0","2.4","193","0.0","1.70"
"11","1000.7","34.1","64","0.3","246","1.6","241","0.0","2.90"
"12","1000.4","34.6","65","0.7","126","3.1","127","0.0","3.30"
"13","1000.6","34.8","64","0.6","150","4.4","112","0.0","3.40"
"14","1000.2","31.4","76","0.6","142","4.8","90","0.0","2.70"
"15","1000.4","31.9","73","0.8","294","4.2","232","0.0","1.50"
"16","1000.7","31.3","74","0.0","0","2.4","216","0.0","0.70"
"17","1001.3","30.1","82","0.0","0","1.3","136","0.0","0.40"
"18","1001.4","29.0","88","0.0","0","0.4","337","0.0","0.10"
"19","1001.3","27.8","93","0.0","0","0.7","304","0.0","0.00"
"20","1002.6","27.6","95","0.0","0","0.9","113","0.0","0.00"
"21","1003.2","27.4","95","0.0","0","0.1","0","0.0","0.00"
"22","1003.0","27.3","94","0.9","222","3.6","215","0.0","0.00"
"23","1002.7","26.7","93","0.5","249","3.5","216","0.0","0.00"
"24","1002.7","26.2","95","0.4","225","1.9","260","0.0","0.00"
