"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.6","19.5","99","0.0","0","0.0","0","0.0","0.00"
"02","1009.2","19.5","99","0.0","0","0.9","18","0.0","0.00"
"03","1009.1","19.7","99","0.0","0","0.9","196","0.0","0.00"
"04","1009.1","19.7","98","0.0","0","1.0","195","0.0","0.00"
"05","1009.5","19.8","98","0.0","0","1.3","206","0.0","0.00"
"06","1010.1","19.9","98","0.1","0","0.8","216","0.0","0.00"
"07","1010.5","20.7","95","0.2","0","1.5","214","0.0","0.20"
"08","1011.2","21.4","88","0.5","218","2.3","203","0.0","0.40"
"09","1011.1","22.3","82","0.5","206","2.1","208","0.0","0.60"
"10","1010.8","23.7","75","0.4","200","1.7","270","0.0","0.80"
"11","1010.4","24.9","69","0.6","25","2.8","304","0.0","1.60"
"12","1009.7","25.6","66","0.5","307","2.0","72","0.0","1.70"
"13","1009.0","25.5","69","0.9","29","2.5","360","0.0","2.00"
"14","1008.9","25.3","70","0.8","63","3.0","102","0.0","1.10"
"15","1009.0","24.3","75","0.6","60","2.7","41","0.0","0.60"
"16","1009.2","24.0","80","0.7","55","2.8","47","0.0","0.40"
"17","1009.6","23.7","79","0.5","58","3.2","88","0.0","0.30"
"18","1010.1","23.2","84","0.3","65","2.7","32","0.0","0.00"
"19","1010.4","22.7","86","0.1","0","1.9","116","0.0","0.00"
"20","1010.9","22.2","89","0.0","0","1.0","67","0.0","0.00"
"21","1011.2","21.7","93","0.0","0","0.0","0","0.0","0.00"
"22","1011.3","21.6","95","0.0","0","0.0","0","0.0","0.00"
"23","1010.9","21.3","96","0.0","0","0.0","0","0.0","0.00"
"24","1010.2","21.0","97","0.0","0","0.0","0","0.0","0.00"
