"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.8","23.4","99","0.0","0","1.0","225","0.0","0.00"
"02","1003.2","22.3","99","0.0","0","0.4","124","0.0","0.00"
"03","1002.5","21.8","99","0.1","0","1.1","218","0.0","0.00"
"04","1002.5","21.9","99","0.0","0","0.8","206","0.0","0.00"
"05","1002.9","21.8","99","0.0","0","0.7","205","0.0","0.00"
"06","1003.2","22.2","99","0.0","0","1.1","213","0.0","0.00"
"07","1003.3","23.9","92","0.5","217","2.0","216","0.0","0.40"
"08","1003.1","27.0","78","0.7","221","2.9","209","0.0","1.20"
"09","1003.0","29.5","70","0.8","215","2.9","217","0.0","1.90"
"10","1002.8","31.4","66","0.7","179","2.7","189","0.0","2.60"
"11","1002.2","32.5","63","0.7","193","2.9","215","0.0","2.70"
"12","1000.9","32.5","65","0.9","168","3.3","143","0.0","3.40"
"13","999.9","32.5","67","0.9","148","5.1","138","0.0","3.30"
"14","999.6","32.2","70","0.8","136","5.5","151","0.0","2.90"
"15","999.4","31.9","67","0.7","113","3.1","147","0.0","2.20"
"16","999.5","29.4","76","0.6","22","3.4","20","0.0","0.50"
"17","999.9","28.1","86","0.4","25","2.9","1","0.0","0.10"
"18","1001.3","27.8","86","0.5","341","2.7","20","0.0","0.00"
"19","1002.0","27.4","84","0.1","0","2.7","9","0.0","0.00"
"20","1002.6","26.9","88","0.8","35","3.4","28","0.0","0.00"
"21","1003.0","26.0","92","0.1","0","2.5","11","0.0","0.00"
"22","1003.5","25.3","94","0.0","0","1.1","293","0.0","0.00"
"23","1004.2","25.1","95","0.0","0","0.8","200","0.0","0.00"
"24","1003.5","24.3","95","0.0","0","0.2","0","0.0","0.00"
