"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.3","21.3","100","0.0","0","0.4","130","0.0","0.00"
"02","1005.4","21.1","100","0.0","0","0.4","201","0.0","0.00"
"03","1005.3","20.9","100","0.0","0","1.0","181","0.0","0.00"
"04","1005.4","20.5","100","0.0","0","0.0","0","0.0","0.00"
"05","1006.1","20.4","100","0.0","0","0.7","235","0.0","0.00"
"06","1007.2","20.3","100","0.0","0","0.4","236","0.0","0.00"
"07","1008.1","21.3","100","0.6","221","1.4","220","0.0","0.20"
"08","1008.4","25.1","84","0.4","229","1.9","207","0.0","1.00"
"09","1008.5","27.8","72","0.4","224","1.8","201","0.0","1.70"
"10","1007.8","30.3","66","0.6","82","2.0","117","0.0","2.60"
"11","1007.1","31.1","67","1.0","40","3.3","3","0.0","2.90"
"12","1006.1","30.2","72","1.4","75","4.9","111","0.0","3.20"
"13","1005.4","30.0","71","1.1","54","4.8","69","0.0","3.10"
"14","1004.1","30.0","73","1.2","74","3.6","68","0.0","2.80"
"15","1003.5","30.1","71","1.3","58","4.2","37","0.0","2.40"
"16","1003.5","29.1","77","1.1","58","4.0","66","0.0","1.70"
"17","1003.9","27.7","83","0.7","53","3.9","74","0.0","0.70"
"18","1004.2","26.3","88","0.1","0","2.5","23","0.0","0.10"
"19","1005.2","25.2","92","0.2","0","1.9","133","0.0","0.00"
"20","1005.9","24.5","95","0.0","0","2.7","70","0.0","0.00"
"21","1006.5","24.2","97","0.0","0","1.4","35","0.0","0.00"
"22","1006.8","24.2","97","0.0","0","0.8","10","0.0","0.00"
"23","1006.7","24.1","98","0.0","0","0.4","10","0.0","0.00"
"24","1007.0","23.2","97","0.0","0","1.0","360","0.0","0.00"
