"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.0","24.9","100","0.0","0","0.4","208","0.0","0.00"
"02","1005.2","24.8","100","0.0","0","1.1","229","0.0","0.00"
"03","1005.1","24.8","100","0.0","0","0.8","233","0.0","0.00"
"04","1005.1","24.7","100","0.0","0","1.4","200","0.0","0.00"
"05","1005.1","24.7","100","0.0","0","1.7","223","0.0","0.00"
"06","1004.9","25.2","99","0.1","0","1.3","263","0.0","0.00"
"07","1005.3","27.0","92","0.6","225","1.9","223","0.0","0.50"
"08","1005.4","29.4","79","0.8","206","2.0","216","0.0","1.00"
"09","1005.4","29.6","80","0.7","223","1.8","216","0.0","0.90"
"10","1005.5","28.8","83","0.3","93","1.6","230","0.0","0.70"
"11","1005.8","26.2","95","1.2","227","4.2","223","0.0","0.70"
"12","1004.9","29.5","84","1.4","220","3.8","228","0.0","2.30"
"13","1003.7","31.3","74","0.9","233","3.6","226","0.0","3.40"
"14","1003.3","31.3","75","1.7","67","4.8","81","0.0","2.30"
"15","1003.3","27.0","96","0.4","50","5.7","101","1.0","0.50"
"16","1003.2","25.5","98","1.1","69","3.8","56","2.0","0.10"
"17","1002.7","24.8","100","0.7","75","3.3","69","5.5","0.00"
"18","1003.4","25.2","100","0.0","0","2.9","95","2.0","0.00"
"19","1003.6","25.3","100","0.0","0","0.5","55","1.0","0.00"
"20","1004.2","25.4","100","0.0","0","0.0","0","0.0","0.00"
"21","1004.5","25.5","100","0.0","0","0.9","49","0.0","0.00"
"22","1004.6","25.4","100","0.0","0","0.0","0","0.0","0.00"
"23","1004.6","25.4","100","0.0","0","0.9","217","0.0","0.00"
"24","1004.3","25.4","100","0.0","0","0.8","247","0.0","0.00"
