"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.2","25.9","94","0.4","233","1.4","208","0.0","0.00"
"02","1003.1","25.7","94","0.3","258","1.4","254","0.0","0.00"
"03","1003.2","25.5","94","0.1","0","1.2","268","0.0","0.00"
"04","1003.3","25.6","94","0.8","235","2.5","203","0.0","0.00"
"05","1003.5","25.6","93","0.6","261","2.8","220","0.0","0.00"
"06","1003.7","26.1","93","0.5","233","3.0","275","0.0","0.00"
"07","1004.1","27.9","89","0.7","239","2.9","255","0.0","0.50"
"08","1004.8","29.3","79","0.7","250","3.9","208","0.0","1.20"
"09","1005.0","30.3","79","0.5","219","2.1","271","0.0","1.00"
"10","1004.9","32.9","70","0.8","245","3.1","206","0.0","2.40"
"11","1004.9","34.2","65","0.6","184","2.8","210","0.0","2.80"
"12","1004.3","32.3","72","0.3","131","2.5","126","0.0","1.70"
"13","1003.3","33.7","69","0.5","178","1.9","137","0.0","2.00"
"14","1002.9","32.9","71","0.4","172","3.6","73","0.0","2.40"
"15","1002.6","32.4","71","0.3","26","3.1","70","0.0","1.40"
"16","1002.3","31.4","80","0.4","79","3.2","82","0.0","0.90"
"17","1002.8","30.4","80","0.5","2","1.6","5","0.0","0.30"
"18","1002.9","29.6","88","0.3","37","3.8","1","0.0","0.10"
"19","1003.5","28.7","92","0.5","40","2.1","327","0.0","0.00"
"20","1004.6","28.3","94","0.0","0","1.5","21","0.0","0.00"
"21","1004.1","27.7","95","0.0","0","0.7","61","0.0","0.00"
"22","1004.5","27.3","96","0.0","0","0.5","60","0.0","0.00"
"23","1004.3","27.1","97","0.0","0","0.0","0","0.0","0.00"
"24","1004.4","27.1","97","0.0","0","0.5","2","0.0","0.00"
