"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.3","20.5","98","0.3","214","1.8","233","0.0","0.00"
"02","1006.8","19.8","98","0.3","207","1.6","181","0.0","0.00"
"03","1006.5","19.5","98","0.1","0","1.2","216","0.0","0.00"
"04","1006.6","20.2","98","0.2","0","1.4","261","0.0","0.00"
"05","1007.1","20.4","98","0.2","0","1.5","244","0.0","0.00"
"06","1007.7","20.6","98","0.1","0","0.9","239","0.0","0.00"
"07","1008.2","21.4","97","0.3","213","1.8","166","0.0","0.20"
"08","1008.7","22.4","93","0.9","230","2.2","220","0.0","0.50"
"09","1009.0","24.6","83","0.7","240","3.5","218","0.0","1.10"
"10","1009.3","26.1","76","0.7","244","2.6","212","0.0","1.60"
"11","1009.4","27.3","72","0.4","189","2.2","225","0.0","1.90"
"12","1009.1","27.9","72","0.4","161","1.5","199","0.0","1.30"
"13","1008.8","27.5","70","0.4","30","1.8","195","0.0","1.20"
"14","1008.4","27.9","72","0.6","50","2.3","37","0.0","1.20"
"15","1008.4","27.9","72","0.4","77","2.5","27","0.0","1.20"
"16","1008.3","27.2","77","0.3","70","2.3","34","0.0","0.70"
"17","1008.5","26.5","82","0.3","37","2.0","101","0.0","0.30"
"18","1008.8","25.1","86","0.0","0","0.9","74","0.0","0.10"
"19","1009.0","24.1","89","0.0","0","1.0","26","0.0","0.00"
"20","1009.8","23.3","91","0.0","0","0.3","360","0.0","0.00"
"21","1010.3","23.0","94","0.0","0","0.0","0","0.0","0.00"
"22","1010.5","23.1","95","0.0","0","1.0","221","0.0","0.00"
"23","1010.3","23.1","93","0.1","0","1.1","113","0.0","0.00"
"24","1009.9","23.0","87","0.1","0","1.7","193","0.0","0.00"
