"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.5","21.5","100","0.0","0","0.0","0","0.0","0.00"
"02","1008.0","21.5","100","0.0","0","0.0","0","0.0","0.00"
"03","1007.8","21.4","100","0.0","0","0.0","0","0.5","0.00"
"04","1007.5","21.4","100","0.0","0","0.0","0","0.0","0.00"
"05","1007.8","21.4","100","0.0","0","0.0","0","0.0","0.00"
"06","1008.7","21.6","100","0.0","0","0.3","19","0.0","0.00"
"07","1009.5","21.8","100","0.0","0","0.0","0","0.0","0.00"
"08","1010.2","22.0","100","0.0","0","0.2","0","0.0","0.10"
"09","1010.5","22.3","100","0.0","0","0.0","0","0.5","0.20"
"10","1010.7","22.4","100","0.0","0","1.2","212","1.0","0.30"
"11","1010.2","22.5","99","0.0","0","1.0","178","0.5","0.40"
"12","1009.2","23.3","98","0.1","0","1.5","115","0.0","0.80"
"13","1008.8","23.7","94","0.4","67","2.0","11","0.0","0.90"
"14","1008.8","23.5","93","0.7","46","2.7","22","0.0","0.50"
"15","1008.9","22.9","96","0.1","0","2.3","19","0.5","0.20"
"16","1009.1","22.5","98","0.4","51","2.0","85","0.0","0.10"
"17","1009.4","22.2","99","0.0","0","1.8","46","2.0","0.00"
"18","1010.0","21.8","100","0.0","0","1.2","81","6.5","0.00"
"19","1010.6","21.8","100","0.0","0","0.0","0","4.0","0.00"
"20","1011.1","21.8","100","0.1","0","1.7","77","8.5","0.00"
"21","1011.5","21.6","100","0.0","0","1.6","65","1.0","0.00"
"22","1011.3","21.6","100","0.0","0","0.8","344","1.0","0.00"
"23","1011.2","21.6","100","0.0","0","1.0","40","1.0","0.00"
"24","1010.5","21.6","100","0.0","0","0.7","81","0.5","0.00"
