"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.6","20.9","100","0.0","0","1.1","230","0.0","0.00"
"02","1006.8","20.9","100","0.0","0","1.0","215","0.0","0.00"
"03","1006.8","20.5","100","0.4","237","1.5","222","0.0","0.00"
"04","1007.1","20.2","100","0.1","0","1.9","215","0.0","0.00"
"05","1006.8","20.1","100","0.0","0","0.5","223","0.0","0.00"
"06","1007.0","20.5","100","0.4","213","1.9","213","0.0","0.10"
"07","1007.7","21.8","98","0.5","220","2.5","209","0.0","0.50"
"08","1008.3","23.8","88","0.7","216","2.6","217","0.0","0.70"
"09","1007.9","25.1","82","0.7","239","2.2","191","0.0","1.10"
"10","1007.8","27.8","69","0.6","231","2.0","211","0.0","2.00"
"11","1007.3","29.8","61","0.5","153","2.0","19","0.0","2.80"
"12","1006.5","29.9","61","0.7","76","3.5","95","0.0","2.70"
"13","1005.9","29.1","63","1.2","60","4.8","98","0.0","2.90"
"14","1005.4","27.3","73","0.9","60","3.6","102","0.0","1.00"
"15","1005.2","27.1","78","0.8","62","2.9","61","0.0","0.70"
"16","1004.8","26.9","78","0.7","58","3.1","31","0.0","0.70"
"17","1004.6","26.9","78","0.6","72","3.1","34","0.0","0.50"
"18","1004.9","26.6","81","0.3","10","2.0","3","0.0","0.20"
"19","1005.4","24.2","88","0.0","0","1.6","29","0.0","0.00"
"20","1005.9","23.4","93","0.0","0","0.0","0","0.0","0.00"
"21","1006.3","23.2","95","0.0","0","0.0","0","0.0","0.00"
"22","1006.5","23.0","96","0.0","0","0.0","0","0.0","0.00"
"23","1006.4","22.8","97","0.0","0","0.6","341","0.0","0.00"
"24","1005.9","23.1","94","0.0","0","0.7","275","0.0","0.00"
