"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","999.6","26.3","93","0.2","0","2.1","225","0.0","0.00"
"02","999.3","25.8","95","0.6","221","1.5","221","0.0","0.00"
"03","999.4","25.4","96","0.2","0","1.4","218","0.0","0.00"
"04","999.5","25.2","97","0.2","0","1.3","208","0.0","0.00"
"05","999.5","25.0","97","0.2","0","1.5","231","0.0","0.00"
"06","1000.3","25.0","98","0.1","0","1.8","258","0.0","0.00"
"07","1000.6","27.9","84","0.8","212","2.3","194","0.0","0.50"
"08","1001.2","30.8","72","0.9","234","2.6","223","0.0","1.30"
"09","1001.4","32.8","66","0.6","218","2.6","213","0.0","2.10"
"10","1001.2","33.9","61","0.5","167","2.0","226","0.0","2.70"
"11","1000.6","35.0","59","0.7","78","3.4","94","0.0","3.30"
"12","1000.3","35.6","55","0.7","137","3.3","46","0.0","3.60"
"13","1000.0","33.6","62","0.8","76","3.3","36","0.0","1.90"
"14","999.5","33.4","62","0.5","47","2.4","150","0.0","1.90"
"15","999.4","35.3","56","0.4","96","2.2","48","0.0","1.80"
"16","999.6","32.1","65","0.6","229","2.9","55","0.0","1.50"
"17","1000.1","31.0","75","0.1","0","3.1","74","0.0","0.40"
"18","1000.8","29.1","88","0.1","0","1.4","226","0.0","0.10"
"19","1001.4","27.7","96","0.0","0","1.9","298","0.0","0.00"
"20","1002.1","27.2","96","0.6","210","2.5","223","0.0","0.00"
"21","1002.7","27.1","91","0.5","236","2.4","152","0.0","0.00"
"22","1002.7","27.1","92","0.4","243","2.5","234","0.0","0.00"
"23","1002.1","26.4","96","0.0","0","1.6","258","0.5","0.00"
"24","1001.8","25.9","97","0.1","0","1.2","217","0.0","0.00"
