"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.1","25.7","98","0.0","0","0.9","217","0.0","0.00"
"02","1004.9","25.4","99","0.0","0","0.0","0","0.0","0.00"
"03","1004.8","25.3","100","0.0","0","0.0","0","0.0","0.00"
"04","1005.0","25.0","100","0.0","0","0.4","223","0.0","0.00"
"05","1005.1","25.0","100","0.0","0","0.4","158","0.0","0.00"
"06","1005.6","25.1","99","0.2","0","1.1","219","0.0","0.00"
"07","1005.8","29.1","86","0.0","0","1.2","198","0.0","0.50"
"08","1006.1","31.2","75","0.2","0","1.9","192","0.0","1.30"
"09","1006.0","33.2","70","0.5","97","2.1","128","0.0","2.10"
"10","1005.9","33.3","73","1.3","69","3.9","116","0.0","2.80"
"11","1005.5","32.6","72","2.0","50","5.1","72","0.0","3.30"
"12","1004.9","33.3","69","1.8","63","4.9","100","0.0","3.50"
"13","1004.5","33.6","64","1.6","50","4.2","32","0.0","3.50"
"14","1004.2","33.9","68","1.2","83","5.0","104","0.0","3.30"
"15","1004.1","34.0","67","1.5","54","4.3","109","0.0","2.90"
"16","1004.1","32.6","73","1.2","51","4.0","104","0.0","1.80"
"17","1003.9","31.0","79","0.7","50","2.6","57","0.0","0.50"
"18","1003.6","30.0","83","0.5","43","3.0","22","0.0","0.30"
"19","1003.9","28.6","91","0.0","0","1.9","40","0.0","0.00"
"20","1004.1","28.0","95","0.0","0","0.9","49","0.0","0.00"
"21","1004.2","27.3","97","0.0","0","0.0","0","0.0","0.00"
"22","1004.5","27.0","98","0.0","0","0.3","74","0.0","0.00"
"23","1004.6","26.4","97","0.0","0","0.9","200","0.0","0.00"
"24","1004.6","26.1","99","0.0","0","0.0","0","0.0","0.00"
