"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1013.5","19.3","94","0.0","0","0.6","205","0.0","0.00"
"02","1012.9","19.3","94","0.0","0","0.9","205","0.0","0.00"
"03","1013.0","19.2","96","0.0","0","0.0","0","0.0","0.00"
"04","1013.1","19.3","96","0.0","0","0.0","0","0.0","0.00"
"05","1014.0","19.1","97","0.1","0","1.1","207","0.0","0.00"
"06","1014.5","18.8","99","0.0","0","0.8","214","0.0","0.00"
"07","1014.9","19.0","100","0.0","0","1.2","216","0.0","0.00"
"08","1015.2","19.3","100","0.2","0","2.0","232","0.5","0.10"
"09","1015.6","19.6","100","0.6","229","2.0","207","0.0","0.10"
"10","1015.1","20.5","100","0.6","215","2.1","207","0.0","0.40"
"11","1015.0","21.5","95","0.8","226","2.5","203","0.0","0.80"
"12","1014.6","22.3","91","0.3","237","2.0","221","0.0","0.50"
"13","1013.7","22.9","89","0.2","0","0.8","197","0.0","0.50"
"14","1013.0","23.8","79","0.2","0","1.4","310","0.0","0.70"
"15","1012.6","23.0","87","0.7","39","2.3","82","0.0","0.50"
"16","1012.4","22.3","91","0.3","315","1.8","301","0.0","0.30"
"17","1012.8","22.0","91","0.0","0","1.8","319","0.0","0.10"
"18","1013.0","21.6","94","0.0","0","0.8","9","0.0","0.00"
"19","1013.5","21.4","96","0.0","0","0.0","0","0.0","0.00"
"20","1014.0","21.3","98","0.0","0","0.0","0","0.0","0.00"
"21","1014.4","21.1","98","0.0","0","0.0","0","0.0","0.00"
"22","1014.4","20.8","98","0.2","0","1.0","232","0.0","0.00"
"23","1014.0","20.8","98","0.0","0","1.0","237","0.0","0.00"
"24","1013.5","20.7","98","0.1","0","1.0","237","0.0","0.00"
