"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.6","26.1","95","0.0","0","0.6","239","0.0","0.00"
"02","1007.0","26.2","95","0.4","240","1.6","207","0.0","0.00"
"03","1006.7","25.8","94","0.2","0","2.0","222","0.0","0.00"
"04","1006.8","25.7","92","0.0","0","1.4","224","0.0","0.00"
"05","1007.3","25.1","95","0.0","0","1.1","245","0.0","0.00"
"06","1007.9","25.8","91","0.4","244","1.9","263","0.0","0.00"
"07","1008.0","27.9","85","0.4","245","2.2","240","0.0","0.50"
"08","1008.0","31.9","65","0.8","266","2.8","274","0.0","1.40"
"09","1008.2","34.0","57","0.7","235","3.1","213","0.0","2.20"
"10","1007.8","35.2","52","0.9","253","3.4","270","0.0","2.90"
"11","1007.3","36.7","53","0.7","168","2.8","266","0.0","3.30"
"12","1006.9","36.4","54","0.8","172","3.5","167","0.0","3.50"
"13","1006.4","36.8","54","0.8","167","3.0","184","0.0","3.50"
"14","1006.0","36.7","55","0.9","147","4.0","102","0.0","3.30"
"15","1005.8","35.7","59","0.6","159","5.7","125","0.0","2.80"
"16","1005.8","34.7","62","0.5","180","5.0","134","0.0","2.00"
"17","1006.0","34.6","62","0.5","133","2.9","82","0.0","1.20"
"18","1006.6","30.9","73","0.3","183","2.2","152","0.0","0.10"
"19","1007.2","30.0","77","0.0","0","2.6","250","0.0","0.00"
"20","1007.7","28.8","85","0.0","0","1.3","117","0.0","0.00"
"21","1007.8","28.2","89","0.0","0","0.7","210","0.0","0.00"
"22","1008.4","27.6","92","0.0","0","0.0","0","0.0","0.00"
"23","1008.6","27.1","93","0.0","0","0.2","0","0.0","0.00"
"24","1008.0","27.0","94","0.0","0","0.9","229","0.0","0.00"
