"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1013.2","21.9","99","0.0","0","0.0","0","0.0","0.00"
"02","1012.8","21.9","100","0.0","0","1.3","44","0.0","0.00"
"03","1012.4","21.7","100","1.0","13","4.8","16","0.0","0.00"
"04","1012.3","21.5","100","0.7","22","3.7","27","0.0","0.00"
"05","1012.3","21.6","99","0.1","0","3.4","13","0.0","0.00"
"06","1012.6","21.5","100","0.0","0","1.2","28","0.0","0.00"
"07","1013.7","21.9","100","0.0","0","0.1","0","0.0","0.00"
"08","1014.2","22.9","96","0.4","16","2.6","16","0.0","0.40"
"09","1014.8","23.6","93","0.1","0","2.0","353","0.0","0.50"
"10","1014.7","23.8","90","1.1","53","3.9","66","0.0","0.50"
"11","1014.0","24.5","84","1.5","59","5.6","65","0.0","1.00"
"12","1013.1","26.0","77","1.6","35","7.0","11","0.0","1.30"
"13","1012.2","24.9","78","1.5","51","6.1","93","0.0","1.40"
"14","1012.1","23.9","82","1.7","48","6.5","75","0.0","1.00"
"15","1012.5","23.0","83","1.5","55","5.6","56","0.0","0.50"
"16","1013.1","22.4","84","1.4","49","4.8","76","0.0","0.20"
"17","1013.6","21.8","86","0.9","42","5.1","67","0.0","0.00"
"18","1014.1","21.4","89","0.9","29","5.0","8","0.0","0.00"
"19","1014.9","21.3","89","1.0","26","4.3","13","0.0","0.00"
"20","1015.2","21.3","88","0.6","38","3.2","7","0.0","0.00"
"21","1015.4","21.3","86","0.6","13","3.0","61","0.0","0.00"
"22","1015.5","20.8","94","0.0","0","2.3","360","0.0","0.00"
"23","1015.4","20.7","94","0.0","0","2.1","19","0.0","0.00"
"24","1015.0","20.5","96","0.0","0","0.5","39","0.0","0.00"
