"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1011.6","19.9","98","0.0","0","0.0","0","0.0","0.00"
"02","1011.4","20.4","98","0.2","0","1.0","216","0.0","0.00"
"03","1011.2","20.8","97","0.3","238","1.8","255","0.0","0.00"
"04","1011.2","20.6","96","0.1","0","1.3","263","0.0","0.00"
"05","1011.1","20.4","95","0.0","0","1.5","261","0.0","0.00"
"06","1011.6","21.1","93","0.3","249","1.6","207","0.0","0.00"
"07","1012.2","23.1","86","0.6","228","2.5","199","0.0","0.50"
"08","1012.5","24.3","84","0.0","0","2.7","186","0.0","0.60"
"09","1012.5","26.3","73","0.4","191","2.0","188","0.0","1.20"
"10","1012.4","28.0","65","0.6","180","2.0","210","0.0","1.70"
"11","1012.0","28.5","67","0.4","47","2.0","326","0.0","2.10"
"12","1011.5","28.4","72","0.4","159","3.6","76","0.0","1.40"
"13","1010.8","29.9","65","1.0","109","3.4","120","0.0","2.10"
"14","1010.1","30.1","62","0.7","202","3.2","213","0.0","3.20"
"15","1009.7","28.9","68","0.6","209","2.8","151","0.0","1.40"
"16","1009.4","27.7","74","0.3","184","2.4","135","0.0","0.70"
"17","1009.3","27.8","73","0.1","0","1.7","113","0.0","0.60"
"18","1009.6","26.4","76","0.0","0","1.9","150","0.0","0.10"
"19","1009.8","24.8","86","0.0","0","0.8","107","0.0","0.00"
"20","1010.2","24.1","89","0.0","0","0.5","225","0.0","0.00"
"21","1010.6","23.3","93","0.0","0","0.0","0","0.0","0.00"
"22","1010.9","23.1","95","0.0","0","0.0","0","0.0","0.00"
"23","1010.5","23.1","95","0.0","0","0.5","221","0.0","0.00"
"24","1009.7","23.0","95","0.0","0","0.8","244","0.0","0.00"
