"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1011.5","24.1","100","0.0","0","0.4","42","0.0","0.00"
"02","1010.8","23.9","100","0.0","0","0.0","0","0.0","0.00"
"03","1010.4","23.7","100","0.0","0","0.0","0","0.0","0.00"
"04","1010.5","23.9","100","0.0","0","0.1","0","0.0","0.00"
"05","1011.2","23.7","100","0.0","0","0.8","42","0.0","0.00"
"06","1012.1","23.1","100","0.0","0","1.1","42","0.0","0.00"
"07","1012.8","23.6","100","0.0","0","0.4","42","0.0","0.00"
"08","1013.3","24.0","100","0.0","0","0.2","0","0.5","0.20"
"09","1013.7","24.7","98","0.0","0","0.3","41","0.0","0.30"
"10","1013.4","26.5","89","0.7","81","3.1","86","0.0","1.00"
"11","1012.9","26.1","89","1.5","59","4.4","48","0.0","0.60"
"12","1012.1","26.4","88","1.1","48","4.1","53","0.0","0.70"
"13","1011.1","26.4","87","1.4","69","4.2","52","0.0","0.60"
"14","1010.9","26.4","86","1.2","63","5.2","48","0.0","0.80"
"15","1011.1","26.2","86","1.3","60","4.2","105","0.0","0.70"
"16","1011.1","25.2","89","0.8","27","4.1","35","0.0","0.30"
"17","1011.5","24.5","92","0.6","65","2.8","10","0.0","0.00"
"18","1012.0","24.1","94","0.5","50","3.3","35","0.0","0.00"
"19","1012.8","23.9","94","0.0","0","2.3","47","0.0","0.00"
"20","1013.5","23.7","96","0.3","55","1.4","55","0.0","0.00"
"21","1013.2","23.5","98","0.0","0","0.9","55","0.0","0.00"
"22","1013.4","23.3","100","0.0","0","0.0","0","0.0","0.00"
"23","1013.3","23.4","100","0.0","0","0.6","55","0.0","0.00"
"24","1013.1","23.1","100","0.0","0","0.2","0","0.0","0.00"
