"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.9","23.9","100","0.0","0","0.8","251","0.0","0.00"
"02","1007.7","23.7","100","0.1","0","1.4","217","0.0","0.00"
"03","1007.6","23.3","100","0.0","0","1.8","250","0.0","0.00"
"04","1007.8","23.1","100","0.2","0","1.6","271","0.0","0.00"
"05","1007.8","22.8","100","0.2","0","1.8","212","0.0","0.00"
"06","1008.4","22.7","100","0.1","0","1.5","248","0.0","0.00"
"07","1008.7","23.5","100","0.6","240","2.1","244","0.0","0.30"
"08","1008.9","25.3","94","0.9","228","3.1","220","0.0","1.00"
"09","1009.4","28.3","79","0.7","229","2.5","179","0.0","1.70"
"10","1009.5","30.2","71","0.6","194","2.5","216","0.0","2.40"
"11","1008.7","31.3","66","0.7","109","1.8","186","0.0","2.90"
"12","1007.8","32.3","67","0.8","175","3.6","169","0.0","3.10"
"13","1006.9","30.8","73","0.9","165","3.8","219","0.0","2.10"
"14","1006.2","31.5","74","0.8","124","5.4","137","0.0","2.00"
"15","1005.8","29.7","78","1.0","167","4.4","108","0.0","1.40"
"16","1005.7","29.4","79","0.6","156","5.5","122","0.0","1.10"
"17","1005.9","29.2","78","0.6","151","4.3","143","0.0","0.70"
"18","1006.3","28.3","82","0.2","0","2.4","122","0.0","0.30"
"19","1006.7","27.2","89","0.0","0","1.8","135","0.0","0.00"
"20","1007.2","26.8","93","0.0","0","0.7","10","0.0","0.00"
"21","1007.9","26.7","93","0.2","0","1.6","11","0.0","0.00"
"22","1008.0","26.5","95","0.0","0","1.4","2","0.0","0.00"
"23","1007.8","25.8","96","0.0","0","1.2","325","0.0","0.00"
"24","1007.2","25.2","97","0.0","0","0.0","0","0.0","0.00"
