"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.5","26.5","95","0.0","0","0.4","211","0.0","0.00"
"02","1007.3","26.7","94","0.0","0","1.2","204","0.0","0.00"
"03","1007.1","26.2","96","0.0","0","0.4","258","0.0","0.00"
"04","1007.5","26.0","95","0.0","0","0.8","202","0.0","0.00"
"05","1007.8","25.6","96","0.0","0","0.8","214","0.0","0.00"
"06","1008.4","26.1","95","0.3","249","1.4","202","0.0","0.00"
"07","1008.2","28.3","85","0.5","225","2.3","176","0.0","0.40"
"08","1008.2","31.9","72","0.4","218","2.0","219","0.0","1.30"
"09","1007.9","33.0","69","0.6","214","2.4","211","0.0","1.90"
"10","1008.0","34.8","62","0.6","258","3.8","206","0.0","2.90"
"11","1007.8","34.9","62","0.4","193","1.9","190","0.0","2.60"
"12","1007.4","36.1","55","0.7","94","3.5","136","0.0","3.50"
"13","1007.3","34.5","62","0.8","170","4.1","143","0.0","3.20"
"14","1007.0","34.6","62","0.3","155","3.5","177","0.0","2.40"
"15","1006.6","34.1","60","0.5","168","2.6","98","0.0","2.30"
"16","1006.4","32.9","67","0.5","157","2.2","168","0.0","0.70"
"17","1006.6","32.8","68","0.5","160","3.5","92","0.0","0.80"
"18","1007.0","30.5","76","0.5","156","2.9","211","0.0","0.30"
"19","1007.8","29.5","81","0.2","0","2.1","201","0.0","0.00"
"20","1008.5","28.4","88","0.0","0","1.2","293","0.0","0.00"
"21","1008.6","27.6","91","0.0","0","1.2","184","0.0","0.00"
"22","1008.6","27.0","92","0.0","0","0.3","198","0.0","0.00"
"23","1008.1","26.5","94","0.0","0","0.5","196","0.0","0.00"
"24","1007.4","26.4","91","0.3","237","1.0","214","0.0","0.00"
