"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.0","25.0","99","0.1","0","1.6","205","0.0","0.00"
"02","1002.2","24.8","100","0.0","0","1.1","253","0.0","0.00"
"03","1001.8","24.6","100","0.0","0","0.9","254","0.0","0.00"
"04","1002.0","24.4","100","0.0","0","1.0","258","0.0","0.00"
"05","1002.5","24.3","100","0.0","0","0.8","217","0.0","0.00"
"06","1003.1","24.5","100","0.0","0","0.8","226","0.0","0.00"
"07","1003.5","25.6","98","0.4","217","2.3","191","0.0","0.20"
"08","1003.9","28.1","87","0.8","216","2.8","217","0.0","0.80"
"09","1003.9","31.0","77","0.5","220","2.0","248","0.0","1.70"
"10","1004.1","33.3","67","0.5","277","2.6","283","0.0","3.10"
"11","1003.9","33.3","67","0.9","59","2.3","65","0.0","2.30"
"12","1003.6","32.2","70","0.8","85","3.5","69","0.0","2.80"
"13","1003.1","32.9","66","0.7","80","3.0","69","0.0","2.00"
"14","1002.9","31.2","77","0.3","95","2.2","3","0.0","1.00"
"15","1002.7","30.9","78","0.2","0","2.8","82","0.0","0.90"
"16","1002.8","29.8","85","0.0","0","1.3","129","0.0","0.40"
"17","1003.1","28.3","91","0.6","318","2.8","248","0.0","0.10"
"18","1003.3","26.5","99","0.6","239","3.5","276","15.5","0.00"
"19","1003.8","26.0","100","0.4","219","3.4","239","4.0","0.00"
"20","1004.3","25.9","100","0.0","0","2.8","224","0.0","0.00"
"21","1004.7","26.0","100","0.3","216","1.9","219","0.5","0.00"
"22","1004.7","25.8","100","0.0","0","2.1","244","0.0","0.00"
"23","1004.3","25.8","100","0.0","0","2.3","200","0.0","0.00"
"24","1003.8","25.6","100","0.0","0","1.3","268","0.0","0.00"
