"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.7","25.3","100","0.0","0","1.2","227","0.0","0.00"
"02","1007.9","25.3","100","0.0","0","0.0","0","0.0","0.00"
"03","1007.9","25.2","100","0.0","0","0.0","0","0.0","0.00"
"04","1008.0","25.2","100","0.0","0","0.4","279","0.0","0.00"
"05","1008.2","25.2","100","0.0","0","0.4","233","0.0","0.00"
"06","1008.5","25.2","100","0.0","0","0.6","231","0.0","0.00"
"07","1009.0","26.0","100","0.0","0","1.1","192","0.0","0.20"
"08","1009.6","29.8","89","0.0","0","1.2","296","0.0","1.20"
"09","1010.0","31.1","78","0.2","0","1.5","232","0.0","1.60"
"10","1010.0","30.8","79","0.9","68","3.2","110","0.0","1.80"
"11","1009.8","30.4","79","0.2","0","2.9","34","0.0","1.50"
"12","1008.9","30.2","81","0.4","85","2.0","38","0.0","0.80"
"13","1008.0","32.1","73","0.8","64","3.4","127","0.0","2.40"
"14","1007.6","30.3","80","0.8","82","3.2","80","0.0","1.50"
"15","1007.5","28.9","84","0.8","58","2.6","101","0.0","0.50"
"16","1007.8","27.5","92","0.3","312","1.6","48","1.0","0.20"
"17","1008.0","26.6","98","0.0","0","1.2","228","3.5","0.00"
"18","1008.2","26.1","99","0.0","0","0.4","210","2.0","0.00"
"19","1008.4","25.8","100","0.3","211","2.1","218","0.5","0.00"
"20","1009.0","25.5","100","0.0","0","1.9","213","1.0","0.00"
"21","1009.5","25.8","100","0.0","0","0.6","210","0.5","0.00"
"22","1009.5","25.6","100","0.0","0","1.0","200","0.0","0.00"
"23","1009.3","25.6","100","0.0","0","1.0","203","0.0","0.00"
"24","1008.9","25.6","100","0.0","0","1.0","203","0.0","0.00"
