"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.2","23.7","100","0.2","0","1.2","234","0.0","0.00"
"02","1009.8","23.4","100","0.0","0","1.3","250","0.0","0.00"
"03","1009.4","23.4","100","0.3","279","1.2","291","0.0","0.00"
"04","1008.9","23.2","100","0.1","0","1.5","220","0.0","0.00"
"05","1009.3","22.9","100","0.0","0","1.2","295","0.0","0.00"
"06","1009.9","22.8","100","0.0","0","1.3","215","0.0","0.00"
"07","1010.4","23.7","100","0.7","214","2.0","225","0.0","0.30"
"08","1010.9","27.8","84","0.6","214","2.0","214","0.0","1.10"
"09","1011.3","30.4","73","0.6","227","2.3","217","0.0","1.80"
"10","1011.3","31.8","67","0.5","104","1.6","245","0.0","2.50"
"11","1010.8","31.9","67","1.4","101","3.5","115","0.0","3.00"
"12","1010.1","32.2","71","0.8","78","3.7","36","0.0","3.20"
"13","1009.4","32.3","68","1.3","72","4.0","106","0.0","3.10"
"14","1008.8","32.1","68","1.4","50","3.9","89","0.0","2.80"
"15","1008.8","31.0","75","0.5","49","4.4","38","0.0","2.10"
"16","1008.9","31.9","69","0.6","72","2.5","88","0.0","1.20"
"17","1009.1","27.3","91","0.0","0","2.0","105","0.0","0.10"
"18","1009.5","26.3","97","0.0","0","0.6","353","0.0","0.00"
"19","1010.0","25.7","98","0.0","0","0.6","347","0.0","0.00"
"20","1010.5","25.1","99","0.0","0","0.0","0","0.0","0.00"
"21","1011.2","24.9","100","0.0","0","0.0","0","0.0","0.00"
"22","1011.5","24.4","100","0.0","0","0.7","32","0.0","0.00"
"23","1011.4","24.2","100","0.0","0","1.7","215","0.0","0.00"
"24","1010.8","24.0","100","0.0","0","1.0","211","0.0","0.00"
