"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.7","25.8","96","0.1","0","0.8","224","0.0","0.00"
"02","1001.9","25.9","94","0.4","242","1.3","253","0.0","0.00"
"03","1001.7","25.7","94","0.4","233","1.9","237","0.0","0.00"
"04","1001.6","25.3","97","0.4","222","1.6","209","0.0","0.00"
"05","1002.2","25.3","96","0.2","0","2.4","208","0.0","0.00"
"06","1002.0","25.5","94","0.8","245","2.5","224","0.0","0.00"
"07","1002.6","28.4","81","1.0","228","3.5","223","0.0","0.50"
"08","1002.4","31.2","71","0.7","236","2.7","241","0.0","1.30"
"09","1002.7","32.5","63","1.1","237","3.6","210","0.0","2.10"
"10","1002.7","34.2","58","0.7","244","2.9","220","0.0","2.80"
"11","1002.6","35.0","59","1.1","123","2.8","141","0.0","3.10"
"12","1002.1","34.9","56","0.8","122","3.2","94","0.0","3.50"
"13","1001.7","35.8","55","0.4","140","2.8","91","0.0","3.30"
"14","1001.4","34.1","59","0.4","97","2.4","218","0.0","2.00"
"15","1001.2","34.8","50","0.9","87","3.4","86","0.0","2.50"
"16","1001.3","32.7","60","0.7","50","2.9","50","0.0","1.30"
"17","1001.4","30.8","73","0.0","0","1.7","69","0.0","0.30"
"18","1001.5","29.5","77","0.1","0","1.2","13","0.0","0.10"
"19","1002.1","28.2","84","0.0","0","1.2","313","0.0","0.00"
"20","1002.7","27.3","91","0.0","0","0.2","0","0.0","0.00"
"21","1003.5","27.3","90","0.0","0","0.4","120","0.0","0.00"
"22","1003.1","26.8","93","0.0","0","0.0","0","0.0","0.00"
"23","1003.0","26.6","95","0.0","0","0.0","0","0.0","0.00"
"24","1002.6","26.3","94","0.0","0","1.2","123","0.0","0.00"
