"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.8","24.0","100","0.5","223","1.9","210","0.0","0.00"
"02","1007.4","23.9","100","0.3","212","1.8","264","0.0","0.00"
"03","1007.2","23.8","100","0.3","243","2.2","220","0.0","0.00"
"04","1007.0","23.7","100","0.1","0","1.5","176","0.0","0.00"
"05","1007.5","23.6","100","0.3","223","1.8","217","0.0","0.00"
"06","1007.9","23.8","100","0.3","243","2.0","243","0.0","0.00"
"07","1007.9","25.4","98","0.7","210","2.7","214","0.5","0.60"
"08","1008.1","28.9","82","0.8","236","3.7","214","0.0","1.50"
"09","1008.2","31.4","73","0.4","223","3.1","214","0.0","2.20"
"10","1007.9","33.1","65","0.7","245","2.7","220","0.0","2.90"
"11","1007.6","33.3","65","0.7","311","3.2","296","0.0","3.10"
"12","1007.1","34.7","68","0.6","134","2.5","88","0.0","3.60"
"13","1006.6","34.0","69","0.5","181","3.3","64","0.0","3.10"
"14","1006.6","33.5","68","0.8","197","3.4","200","0.0","3.00"
"15","1006.4","32.5","70","0.8","191","4.5","137","0.0","2.50"
"16","1006.3","33.1","70","0.6","182","4.9","136","0.0","2.00"
"17","1006.4","31.5","72","0.3","177","3.0","252","0.0","0.90"
"18","1007.1","29.8","79","0.4","231","3.1","116","0.0","0.20"
"19","1007.7","28.7","86","0.0","0","1.8","146","0.0","0.00"
"20","1008.5","27.5","93","0.0","0","0.6","241","0.0","0.00"
"21","1009.1","27.0","95","0.0","0","0.7","187","0.0","0.00"
"22","1010.1","26.7","97","0.0","0","0.0","0","0.0","0.00"
"23","1010.0","26.3","97","0.0","0","0.8","226","0.0","0.00"
"24","1009.8","26.3","98","0.1","0","0.8","226","0.0","0.00"
