"觀測時間(hour)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","WSGust","WDGust","Precp","GloblRad"
"01","0.4","51","0.0","0.00"
"02","0.0","0","0.0","0.00"
"03","0.8","283","0.0","0.00"
"04","0.0","0","0.0","0.00"
"05","0.0","0","0.0","0.00"
"06","0.6","282","0.0","0.00"
"07","0.9","283","0.0","0.00"
"08","0.4","282","0.0","0.20"
"09","2.0","217","0.0","0.50"
"10","2.1","225","0.0","1.00"
"11","2.2","290","0.0","2.10"
"12","2.7","88","0.0","1.50"
"13","2.3","169","0.0","0.20"
"14","2.2","163","0.0","0.20"
"15","2.2","241","0.0","0.20"
"16","2.6","267","0.0","0.30"
"17","0.8","313","0.0","0.20"
"18","0.6","309","0.0","0.00"
"19","0.0","0","0.0","0.00"
"20","0.0","0","0.0","0.00"
"21","0.8","230","0.0","0.00"
"22","1.2","237","0.0","0.00"
"23","1.4","213","0.0","0.00"
"24","1.4","213","0.0","0.00"
