"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.8","26.4","97","0.0","0","1.6","211","0.0","0.00"
"02","1004.2","25.9","98","0.0","0","1.1","215","0.0","0.00"
"03","1004.2","25.4","99","0.0","0","0.4","207","0.0","0.00"
"04","1004.2","25.1","98","0.0","0","0.7","200","0.0","0.00"
"05","1004.0","24.9","98","0.2","0","1.2","209","0.0","0.00"
"06","1004.5","25.0","98","0.0","0","0.9","226","0.0","0.00"
"07","1004.8","28.8","86","0.8","217","2.0","215","0.0","0.50"
"08","1005.3","31.2","72","1.0","236","2.7","213","0.0","1.40"
"09","1005.3","33.1","64","0.6","88","2.0","192","0.0","2.10"
"10","1005.1","34.3","60","0.8","44","2.8","13","0.0","2.80"
"11","1005.2","34.7","56","1.2","63","3.2","83","0.0","3.30"
"12","1005.0","34.9","55","1.3","66","3.6","88","0.0","3.50"
"13","1004.7","35.2","55","1.1","36","3.8","38","0.0","3.50"
"14","1004.4","34.9","56","1.0","54","4.6","47","0.0","3.30"
"15","1004.2","35.3","56","0.9","44","3.9","108","0.0","2.90"
"16","1003.8","34.7","57","1.0","37","3.3","15","0.0","2.10"
"17","1003.9","32.3","67","0.2","0","2.9","45","0.0","0.80"
"18","1004.0","31.1","75","0.0","0","1.6","52","0.0","0.20"
"19","1004.4","29.4","86","0.0","0","1.4","39","0.0","0.00"
"20","1005.0","28.7","89","0.0","0","0.0","0","0.0","0.00"
"21","1005.5","28.4","95","0.0","0","0.0","0","0.0","0.00"
"22","1005.7","28.0","94","0.0","0","0.0","0","0.0","0.00"
"23","1005.8","27.4","97","0.0","0","0.0","0","0.0","0.00"
"24","1005.8","27.3","97","0.0","0","0.8","360","0.0","0.00"
