"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.1","24.1","97","0.0","0","0.3","168","0.0","0.00"
"02","1009.7","23.6","95","1.4","67","4.1","41","0.0","0.00"
"03","1009.7","22.6","98","0.1","0","3.6","96","2.0","0.00"
"04","1009.1","22.6","99","0.0","0","1.5","63","0.0","0.00"
"05","1009.1","22.5","100","0.0","0","0.0","0","0.0","0.00"
"06","1009.2","22.5","100","0.0","0","0.8","76","0.0","0.00"
"07","1009.6","23.2","99","0.1","0","0.8","115","0.0","0.20"
"08","1010.5","24.3","94","0.1","0","1.1","350","0.0","0.60"
"09","1010.8","24.4","89","0.9","39","3.0","70","0.0","0.90"
"10","1011.3","23.8","89","1.0","61","3.4","19","0.0","0.50"
"11","1011.2","23.2","91","0.8","59","3.5","141","0.0","0.30"
"12","1010.9","22.8","95","0.9","50","3.1","89","0.0","0.30"
"13","1010.1","23.0","93","0.7","60","3.2","67","0.0","0.30"
"14","1009.8","22.7","93","0.6","62","3.2","49","0.0","0.20"
"15","1009.3","22.4","94","0.3","50","2.3","82","0.0","0.20"
"16","1009.6","22.2","95","0.0","0","1.9","77","0.0","0.10"
"17","1010.1","22.0","98","0.0","0","0.7","260","0.0","0.00"
"18","1010.6","21.6","99","0.2","0","1.0","297","0.5","0.00"
"19","1011.1","21.5","99","0.0","0","1.4","310","0.0","0.00"
"20","1011.8","21.4","100","0.1","0","1.1","354","1.0","0.00"
"21","1012.3","21.5","100","0.0","0","0.0","0","0.0","0.00"
"22","1012.4","21.6","100","0.0","0","0.0","0","0.0","0.00"
"23","1012.6","21.5","100","0.0","0","0.3","336","0.5","0.00"
"24","1012.1","21.4","100","0.0","0","0.3","336","0.5","0.00"
