"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.8","23.3","98","0.0","0","0.5","209","0.0","0.00"
"02","1008.5","23.2","98","0.0","0","0.2","0","0.0","0.00"
"03","1008.4","23.2","99","0.1","0","0.8","209","0.0","0.00"
"04","1008.8","23.1","98","0.0","0","1.1","208","0.0","0.00"
"05","1009.0","23.0","99","0.0","0","0.1","0","0.0","0.00"
"06","1009.5","22.9","100","0.0","0","0.3","208","0.0","0.00"
"07","1010.2","23.0","100","0.0","0","0.7","207","0.0","0.00"
"08","1010.8","23.8","94","0.1","0","1.1","211","0.0","0.20"
"09","1010.9","25.5","84","0.1","0","1.5","314","0.0","0.80"
"10","1010.7","25.6","85","0.3","326","1.4","86","0.0","0.70"
"11","1010.0","26.1","75","1.1","58","4.3","72","0.0","0.80"
"12","1009.4","25.4","80","1.2","66","4.7","105","0.0","0.80"
"13","1008.8","25.2","80","1.1","62","4.3","48","0.0","0.50"
"14","1008.6","23.7","88","0.4","19","3.8","46","0.0","0.20"
"15","1008.6","23.8","86","0.4","309","2.3","296","0.0","0.20"
"16","1009.3","23.2","93","0.0","0","1.8","324","0.0","0.10"
"17","1009.6","23.0","95","0.0","0","1.4","297","0.0","0.00"
"18","1010.0","22.6","94","0.2","0","1.6","230","0.0","0.00"
"19","1010.3","22.5","95","0.2","0","1.8","209","0.0","0.00"
"20","1010.8","22.4","96","0.0","0","1.1","265","0.0","0.00"
"21","1011.1","22.4","96","0.0","0","1.0","248","0.0","0.00"
"22","1011.0","22.3","95","0.4","222","1.4","222","0.0","0.00"
"23","1011.0","22.3","96","0.0","0","1.6","223","0.0","0.00"
"24","1010.6","22.3","97","0.2","0","1.0","221","0.0","0.00"
