"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.2","26.0","94","0.6","232","2.7","239","0.0","0.00"
"02","1002.2","25.6","96","0.6","217","2.0","203","0.0","0.00"
"03","1001.9","25.4","97","0.2","0","1.9","261","0.0","0.00"
"04","1001.7","25.2","97","0.4","226","3.0","212","0.0","0.00"
"05","1001.9","25.0","98","0.3","232","1.8","207","0.0","0.00"
"06","1002.5","25.0","98","0.5","222","2.6","202","0.0","0.00"
"07","1003.4","27.4","90","0.3","220","2.1","219","0.0","0.30"
"08","1004.1","30.7","79","0.4","220","2.6","211","0.0","1.20"
"09","1004.6","32.5","73","0.3","158","2.5","211","0.0","2.10"
"10","1004.4","33.8","68","0.5","178","1.9","77","0.0","2.80"
"11","1004.5","35.1","65","0.6","115","2.6","103","0.0","3.30"
"12","1004.3","34.9","61","1.1","115","3.6","86","0.0","3.60"
"13","1004.1","34.5","66","1.3","85","4.5","79","0.0","3.60"
"14","1004.1","33.8","65","0.5","107","3.3","84","0.0","2.50"
"15","1003.8","34.2","63","0.3","142","2.8","119","0.0","2.40"
"16","1003.9","32.4","73","0.0","0","2.3","151","0.0","0.70"
"17","1004.0","30.1","82","0.0","0","1.0","22","0.0","0.30"
"18","1004.7","29.3","85","0.0","0","1.9","75","0.0","0.10"
"19","1005.3","28.3","90","0.1","0","1.5","215","0.0","0.00"
"20","1005.7","27.8","91","0.0","0","1.3","219","0.0","0.00"
"21","1005.9","27.3","94","0.0","0","1.2","210","0.0","0.00"
"22","1006.5","27.0","93","0.1","0","1.3","250","0.0","0.00"
"23","1006.2","26.3","96","0.0","0","1.1","344","0.0","0.00"
"24","1006.0","26.5","94","0.1","0","1.8","210","0.0","0.00"
