"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.8","27.0","97","0.0","0","0.3","187","0.0","0.00"
"02","1001.5","26.9","97","0.0","0","0.1","0","0.0","0.00"
"03","1001.3","26.9","97","0.0","0","0.9","230","0.0","0.00"
"04","1001.6","26.7","98","0.0","0","1.2","261","0.0","0.00"
"05","1001.5","26.3","98","0.0","0","0.7","211","0.0","0.00"
"06","1001.9","26.5","98","0.0","0","0.7","251","0.0","0.00"
"07","1002.2","28.8","87","0.8","222","1.8","266","0.0","0.50"
"08","1002.7","30.0","82","0.4","241","2.6","217","0.0","0.80"
"09","1002.8","32.6","71","0.8","219","2.0","285","0.0","1.40"
"10","1002.8","34.3","63","0.6","223","2.0","184","0.0","2.80"
"11","1002.7","35.0","67","0.7","176","2.6","250","0.0","3.30"
"12","1002.7","35.2","63","0.6","164","3.6","153","0.0","3.70"
"13","1002.7","35.3","61","0.9","204","4.5","158","0.0","3.60"
"14","1002.7","33.9","64","1.1","183","3.7","123","0.0","3.10"
"15","1002.8","33.2","67","0.9","157","4.4","156","0.0","2.20"
"16","1002.9","32.7","71","0.5","194","5.2","219","0.0","1.30"
"17","1003.2","30.7","76","0.3","207","4.2","152","0.0","0.30"
"18","1003.5","30.0","81","0.2","0","2.2","195","0.0","0.10"
"19","1004.4","29.0","86","0.1","0","1.4","121","0.0","0.00"
"20","1005.0","27.8","92","0.0","0","1.0","222","0.0","0.00"
"21","1005.5","27.4","94","0.0","0","0.4","340","0.0","0.00"
"22","1006.0","27.2","95","0.0","0","0.3","11","0.0","0.00"
"23","1005.8","26.7","95","0.0","0","1.2","130","0.0","0.00"
"24","1005.5","26.5","90","0.0","0","1.4","199","0.0","0.00"
