"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.6","25.5","98","0.0","0","0.8","227","0.0","0.00"
"02","1003.7","25.2","99","0.0","0","0.0","0","0.0","0.00"
"03","1003.7","25.0","99","0.0","0","0.0","0","0.0","0.00"
"04","1003.7","24.6","100","0.0","0","0.8","221","0.0","0.00"
"05","1004.3","24.5","99","0.0","0","1.0","225","0.0","0.00"
"06","1004.6","24.4","100","0.0","0","0.5","214","0.0","0.00"
"07","1005.3","27.0","90","0.4","209","2.4","207","0.0","0.30"
"08","1005.7","30.1","76","0.8","231","2.5","205","0.0","1.20"
"09","1005.8","32.6","66","0.7","231","2.5","199","0.0","2.00"
"10","1005.5","33.9","59","0.7","206","2.7","229","0.0","2.70"
"11","1004.9","34.6","61","0.4","158","3.0","207","0.0","3.10"
"12","1004.6","34.7","63","0.6","140","3.5","123","0.0","3.20"
"13","1004.0","34.4","57","0.3","167","3.8","94","0.0","3.10"
"14","1003.5","35.0","62","0.8","110","3.5","228","0.0","2.60"
"15","1003.6","34.7","61","0.7","100","4.1","110","0.0","2.50"
"16","1003.8","34.1","60","0.1","0","2.1","116","0.0","1.50"
"17","1004.4","30.3","71","0.2","0","1.7","216","0.0","0.50"
"18","1004.9","28.0","84","0.0","0","2.0","139","0.0","0.00"
"19","1005.3","26.9","90","0.0","0","0.4","14","0.0","0.00"
"20","1005.7","26.5","94","0.0","0","0.0","0","0.0","0.00"
"21","1005.8","26.0","96","0.0","0","0.0","0","0.0","0.00"
"22","1006.0","25.6","98","0.0","0","0.0","0","0.0","0.00"
"23","1005.7","25.2","98","0.0","0","0.0","0","0.0","0.00"
"24","1005.1","25.1","96","0.0","0","1.2","212","0.0","0.00"
