"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","994.7","24.8","97","1.1","240","3.2","223","0.5","0.00"
"02","995.4","24.4","99","0.4","226","2.8","249","0.0","0.00"
"03","995.9","24.2","100","0.0","0","0.8","224","0.0","0.00"
"04","996.5","24.2","99","0.4","220","2.8","251","0.0","0.00"
"05","996.9","24.9","93","0.6","240","4.6","210","0.0","0.00"
"06","998.0","24.5","96","1.1","217","4.3","206","0.0","0.00"
"07","999.4","24.1","99","0.0","0","3.7","228","0.5","0.00"
"08","1000.3","24.8","100","0.0","0","0.8","229","0.0","0.20"
"09","1001.3","25.8","95","0.3","204","1.5","221","0.0","0.60"
"10","1001.7","26.7","90","0.6","227","2.3","226","0.0","0.70"
"11","1001.7","29.2","80","0.9","243","3.0","243","0.0","1.20"
"12","1001.3","32.1","69","0.1","0","3.3","243","0.0","2.70"
"13","1001.2","32.9","67","0.3","194","1.9","247","0.0","2.30"
"14","1001.1","31.5","72","0.1","0","1.7","193","0.0","1.30"
"15","1001.3","31.7","74","0.6","194","1.6","193","0.0","0.80"
"16","1002.0","29.7","80","0.9","24","3.4","12","0.0","0.60"
"17","1003.1","27.2","87","0.8","33","4.2","11","0.0","0.20"
"18","1003.8","26.5","89","1.0","31","4.4","28","0.0","0.00"
"19","1004.8","26.3","87","1.7","27","4.8","3","0.0","0.00"
"20","1006.1","25.8","93","1.7","22","6.5","14","0.0","0.00"
"21","1006.8","25.6","95","1.7","18","6.2","30","0.0","0.00"
"22","1008.0","25.4","97","0.4","19","4.8","28","0.0","0.00"
"23","1008.5","25.3","97","0.9","21","3.2","24","0.0","0.00"
"24","1008.7","25.0","97","0.5","15","3.5","27","0.0","0.00"
