"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.7","26.4","96","0.0","0","0.3","193","0.0","0.00"
"02","1004.2","25.5","97","0.0","0","0.0","0","0.0","0.00"
"03","1003.9","25.3","98","0.0","0","1.1","317","0.0","0.00"
"04","1003.9","25.1","98","0.0","0","0.9","290","0.0","0.00"
"05","1003.7","24.8","99","0.0","0","0.0","0","0.0","0.00"
"06","1004.0","24.5","100","0.0","0","0.0","0","0.0","0.00"
"07","1004.8","25.9","95","0.0","0","1.4","230","0.0","0.20"
"08","1005.0","30.5","71","0.5","192","1.7","188","0.0","1.20"
"09","1005.0","32.3","63","0.5","249","1.8","220","0.0","2.10"
"10","1005.3","33.1","61","0.7","81","4.4","110","0.0","2.60"
"11","1004.5","33.6","60","0.9","62","3.1","41","0.0","3.20"
"12","1003.9","33.3","60","1.4","81","4.1","104","0.0","3.50"
"13","1003.4","33.7","62","1.1","68","4.4","88","0.0","3.40"
"14","1003.2","33.1","66","1.5","83","4.7","64","0.0","3.00"
"15","1002.5","32.8","68","1.3","70","5.5","113","0.0","2.40"
"16","1002.5","31.0","74","0.7","58","3.9","74","0.0","1.20"
"17","1002.5","30.5","74","0.5","60","2.8","92","0.0","0.60"
"18","1002.4","29.4","79","0.2","0","2.3","83","0.0","0.20"
"19","1002.9","28.6","86","0.2","0","2.2","81","0.0","0.00"
"20","1003.2","28.2","88","0.3","88","2.2","39","0.0","0.00"
"21","1003.8","27.7","92","0.5","219","2.0","201","0.0","0.00"
"22","1003.4","27.0","88","0.2","0","2.2","214","0.0","0.00"
"23","1003.4","26.7","91","0.2","0","1.3","202","0.0","0.00"
"24","1002.5","26.0","94","0.4","232","2.2","239","0.0","0.00"
