"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.0","20.8","100","0.0","0","0.7","239","0.0","0.00"
"02","1007.2","20.7","100","0.0","0","0.8","239","0.0","0.00"
"03","1007.0","20.5","100","0.0","0","0.5","222","0.0","0.00"
"04","1006.9","20.5","100","0.0","0","1.2","220","0.0","0.00"
"05","1007.0","20.6","100","0.3","218","1.2","215","0.0","0.00"
"06","1007.8","20.7","100","0.0","0","1.1","210","0.0","0.00"
"07","1008.7","21.3","100","0.1","0","1.1","211","0.0","0.10"
"08","1008.7","22.3","99","0.3","197","1.8","199","0.0","0.50"
"09","1009.0","23.7","92","0.4","242","1.9","213","0.0","0.80"
"10","1009.1","25.3","83","0.6","249","2.0","131","0.0","1.10"
"11","1008.2","26.9","72","0.6","276","1.7","224","0.0","1.60"
"12","1007.6","27.6","71","0.6","171","2.1","191","0.0","1.70"
"13","1006.5","27.0","78","0.4","137","2.6","81","0.0","1.30"
"14","1005.9","25.3","83","0.3","179","2.2","144","0.0","0.50"
"15","1005.5","25.3","82","0.0","0","2.6","88","0.0","0.30"
"16","1005.7","25.0","84","0.6","277","1.6","274","0.0","0.30"
"17","1006.1","24.9","87","0.0","0","1.6","330","0.0","0.20"
"18","1006.6","24.4","89","0.0","0","1.3","217","0.0","0.10"
"19","1007.0","23.9","92","0.0","0","0.8","222","0.0","0.00"
"20","1007.4","23.5","94","0.0","0","0.7","211","0.0","0.00"
"21","1007.7","23.4","94","0.3","224","1.3","208","0.0","0.00"
"22","1007.4","23.2","96","0.3","222","1.6","204","0.0","0.00"
"23","1006.8","22.8","97","0.2","0","1.6","221","0.0","0.00"
"24","1006.2","22.6","97","0.4","229","1.4","218","0.0","0.00"
