"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.9","22.7","100","0.0","0","0.6","231","0.0","0.00"
"02","1010.6","22.4","100","0.0","0","0.5","231","0.0","0.00"
"03","1010.3","22.3","100","0.0","0","1.0","230","0.0","0.00"
"04","1009.9","22.1","100","0.0","0","0.8","238","0.0","0.00"
"05","1009.8","21.7","100","0.1","0","0.9","238","0.0","0.00"
"06","1010.8","21.6","100","0.1","0","0.9","216","0.0","0.00"
"07","1011.3","22.5","100","0.2","0","1.8","210","0.0","0.20"
"08","1011.7","26.4","83","0.9","214","2.6","194","0.0","1.00"
"09","1011.9","29.4","72","0.8","215","2.7","256","0.0","1.80"
"10","1011.7","31.0","67","0.6","221","2.8","185","0.0","2.40"
"11","1010.8","32.3","61","0.5","95","2.0","193","0.0","2.90"
"12","1009.8","32.9","57","0.9","60","2.5","42","0.0","3.10"
"13","1009.0","33.0","55","0.9","63","3.2","20","0.0","3.00"
"14","1008.7","32.7","56","0.7","19","2.9","105","0.0","2.60"
"15","1008.7","32.2","55","0.8","48","3.0","51","0.0","2.00"
"16","1009.2","28.3","76","0.6","41","2.6","60","0.0","0.50"
"17","1009.8","27.0","88","0.0","0","1.2","25","0.0","0.20"
"18","1009.9","25.4","94","0.0","0","0.4","350","0.0","0.00"
"19","1010.6","24.1","96","0.0","0","0.0","0","0.0","0.00"
"20","1011.1","23.4","98","0.0","0","0.0","0","0.0","0.00"
"21","1011.4","23.2","99","0.0","0","0.0","0","0.0","0.00"
"22","1011.6","23.1","100","0.0","0","1.2","222","0.0","0.00"
"23","1011.4","22.9","100","0.0","0","0.6","221","0.0","0.00"
"24","1011.0","22.6","100","0.0","0","0.4","220","0.0","0.00"
