"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.1","26.1","97","0.0","0","1.0","201","0.0","0.00"
"02","1002.4","25.6","98","0.0","0","1.1","215","0.0","0.00"
"03","1002.0","25.3","98","0.0","0","0.0","0","0.0","0.00"
"04","1002.2","25.1","99","0.0","0","0.0","0","0.0","0.00"
"05","1002.8","25.0","99","0.0","0","0.4","272","0.0","0.00"
"06","1003.7","25.9","100","0.2","0","1.7","226","0.0","0.00"
"07","1004.2","26.6","98","0.0","0","0.9","211","0.0","0.20"
"08","1004.4","28.0","91","0.0","0","1.8","214","0.0","0.50"
"09","1004.6","30.0","76","0.3","359","2.0","241","0.0","1.20"
"10","1005.1","29.7","82","1.0","61","3.1","43","0.0","1.50"
"11","1005.2","29.6","85","1.0","50","4.0","38","0.0","1.00"
"12","1004.5","31.1","78","0.7","53","3.2","110","0.0","1.30"
"13","1004.0","30.5","81","1.0","79","4.1","106","0.0","1.90"
"14","1003.4","30.3","82","1.0","76","3.2","90","0.0","1.30"
"15","1003.2","31.2","80","0.5","74","5.1","121","0.0","1.60"
"16","1003.2","28.5","89","0.6","63","3.0","19","0.0","0.60"
"17","1003.1","28.2","88","0.3","37","2.4","347","0.0","0.30"
"18","1003.7","28.1","89","0.1","0","2.1","93","0.0","0.10"
"19","1004.1","27.3","90","0.0","0","1.6","70","0.0","0.00"
"20","1004.0","26.7","95","0.1","0","1.2","80","0.0","0.00"
"21","1004.2","26.6","96","0.0","0","0.2","0","0.0","0.00"
"22","1004.8","26.2","97","0.0","0","0.1","0","0.0","0.00"
"23","1005.0","26.1","98","0.0","0","0.3","270","0.0","0.00"
"24","1004.6","25.8","99","0.0","0","0.0","0","0.0","0.00"
