"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.9","22.8","100","0.0","0","0.1","0","0.0","0.00"
"02","1007.6","23.2","100","0.0","0","0.8","188","0.0","0.00"
"03","1007.4","22.7","100","0.0","0","0.3","187","0.0","0.00"
"04","1007.2","22.5","100","0.0","0","0.7","190","0.0","0.00"
"05","1007.4","22.5","100","0.0","0","0.4","194","0.0","0.00"
"06","1008.1","22.9","100","0.0","0","1.0","247","0.0","0.00"
"07","1008.6","23.5","100","0.1","0","1.4","231","0.0","0.10"
"08","1009.0","25.5","93","0.4","229","1.8","200","0.0","0.60"
"09","1009.5","28.0","78","0.2","0","2.0","263","0.0","1.50"
"10","1009.5","28.8","77","0.5","46","2.3","42","0.0","1.40"
"11","1009.2","29.0","75","1.3","59","4.9","58","0.0","2.30"
"12","1008.8","30.0","73","1.2","95","5.0","103","0.0","2.80"
"13","1007.9","30.0","76","1.2","73","5.0","90","0.0","2.50"
"14","1007.5","27.5","84","1.2","81","3.8","65","0.0","0.80"
"15","1007.4","26.7","88","0.9","69","4.4","30","0.0","0.30"
"16","1007.5","26.4","89","0.5","21","3.4","83","0.0","0.10"
"17","1007.9","25.3","96","0.2","0","2.4","23","0.5","0.00"
"18","1008.1","24.9","97","0.0","0","2.3","318","0.0","0.00"
"19","1008.4","24.7","98","0.0","0","0.0","0","0.0","0.00"
"20","1008.6","24.8","99","0.0","0","0.0","0","0.0","0.00"
"21","1009.0","24.7","99","0.0","0","0.0","0","0.0","0.00"
"22","1009.3","24.2","100","0.0","0","0.5","272","0.0","0.00"
"23","1009.3","24.4","100","0.0","0","0.6","267","0.5","0.00"
"24","1008.4","24.2","100","0.0","0","1.0","265","0.0","0.00"
