"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.2","25.6","98","0.0","0","0.6","215","0.0","0.00"
"02","1004.1","25.3","98","0.0","0","0.7","210","0.0","0.00"
"03","1003.9","25.2","99","0.0","0","0.8","206","0.0","0.00"
"04","1003.9","24.9","99","0.0","0","0.6","211","0.0","0.00"
"05","1003.9","24.6","98","0.2","0","1.2","240","0.0","0.00"
"06","1004.2","25.1","98","0.1","0","1.5","258","0.0","0.00"
"07","1004.3","28.7","85","0.8","229","3.0","229","0.0","0.50"
"08","1004.4","31.1","75","0.6","229","2.6","230","0.0","1.40"
"09","1004.4","33.1","65","0.7","213","2.3","207","0.0","2.10"
"10","1004.0","33.8","62","0.6","72","2.1","292","0.0","2.80"
"11","1003.7","34.4","63","1.3","73","3.1","78","0.0","3.30"
"12","1003.1","34.1","65","1.4","58","3.6","15","0.0","3.50"
"13","1002.8","34.2","66","1.3","63","4.2","72","0.0","3.50"
"14","1003.1","33.7","70","1.7","61","4.6","85","0.0","3.30"
"15","1002.9","32.5","73","1.4","79","5.3","90","0.0","2.50"
"16","1002.9","33.0","71","1.1","62","4.0","77","0.0","1.30"
"17","1003.2","30.9","79","0.7","85","3.4","111","0.0","0.80"
"18","1003.6","30.0","84","0.6","47","2.7","66","0.0","0.20"
"19","1004.2","29.4","89","0.2","0","2.3","65","0.0","0.00"
"20","1004.3","28.4","93","0.0","0","1.6","47","0.0","0.00"
"21","1005.2","27.8","97","0.0","0","0.0","0","0.0","0.00"
"22","1005.6","28.0","97","0.0","0","0.0","0","0.0","0.00"
"23","1005.7","27.2","97","0.2","0","1.0","212","0.0","0.00"
"24","1005.4","26.8","97","0.0","0","0.9","216","0.0","0.00"
