"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.1","25.2","99","0.0","0","0.1","0","0.0","0.00"
"02","1007.9","24.9","100","0.0","0","0.5","282","0.0","0.00"
"03","1007.8","24.8","100","0.1","0","0.8","268","0.0","0.00"
"04","1008.4","24.6","99","0.2","0","1.5","210","0.0","0.00"
"05","1009.0","24.4","99","0.0","0","1.6","200","0.0","0.00"
"06","1009.9","24.7","99","0.3","215","1.4","230","0.0","0.00"
"07","1010.5","27.3","90","0.8","219","2.5","201","0.0","0.70"
"08","1011.0","30.8","74","0.5","228","2.7","202","0.0","1.50"
"09","1011.2","31.9","70","0.5","214","2.1","241","0.0","1.90"
"10","1011.1","33.2","65","0.6","163","2.6","213","0.0","2.60"
"11","1010.6","34.2","64","0.5","77","2.2","96","0.0","2.50"
"12","1010.2","34.5","64","0.8","163","4.0","123","0.0","3.50"
"13","1009.8","35.2","62","0.6","155","3.5","243","0.0","3.60"
"14","1009.6","34.8","65","0.6","146","3.4","122","0.0","3.30"
"15","1009.5","35.3","61","0.5","176","3.5","137","0.0","2.90"
"16","1009.2","35.0","64","0.7","116","3.2","93","0.0","2.20"
"17","1009.2","32.0","73","0.4","167","4.4","116","0.0","1.00"
"18","1009.7","31.7","77","0.1","0","3.5","182","0.0","0.50"
"19","1010.2","29.3","87","0.0","0","1.6","109","0.0","0.00"
"20","1011.0","28.7","91","0.0","0","1.3","157","0.0","0.00"
"21","1011.7","28.5","93","0.0","0","1.1","285","0.0","0.00"
"22","1011.8","28.0","95","0.0","0","0.0","0","0.0","0.00"
"23","1011.9","27.9","96","0.0","0","0.5","123","0.0","0.00"
"24","1011.6","27.8","96","0.0","0","0.4","240","0.0","0.00"
