"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.6","25.4","100","0.4","228","2.1","207","0.0","0.00"
"02","1003.4","25.2","100","1.1","228","3.6","248","0.0","0.00"
"03","1003.2","25.2","100","0.5","254","3.3","218","0.0","0.00"
"04","1003.5","25.0","100","0.0","0","1.6","262","0.0","0.00"
"05","1003.9","25.0","100","0.0","0","0.2","0","0.0","0.00"
"06","1004.3","25.0","100","0.0","0","0.3","193","0.0","0.00"
"07","1004.8","27.7","96","0.4","233","1.6","216","0.0","0.60"
"08","1005.1","30.0","83","0.8","209","2.5","219","0.0","1.40"
"09","1005.2","30.6","79","0.3","121","2.4","238","0.0","1.90"
"10","1004.9","32.7","74","0.3","96","2.2","242","0.0","2.40"
"11","1004.8","33.9","69","0.6","121","2.9","100","0.0","3.40"
"12","1004.6","34.0","64","0.8","117","3.6","102","0.0","3.70"
"13","1004.3","33.8","68","0.7","176","3.2","121","0.0","3.60"
"14","1004.1","34.2","65","0.4","113","3.4","156","0.0","3.30"
"15","1004.2","30.9","76","0.5","134","3.4","114","0.0","1.00"
"16","1004.2","30.2","76","1.0","141","3.3","137","0.0","0.40"
"17","1004.3","30.1","78","0.2","0","3.8","139","0.0","0.40"
"18","1004.8","28.6","87","0.0","0","2.6","236","0.0","0.10"
"19","1004.8","27.9","92","0.0","0","0.0","0","0.0","0.00"
"20","1006.0","27.3","95","0.0","0","2.3","270","0.0","0.00"
"21","1006.3","27.0","97","0.0","0","0.9","142","0.0","0.00"
"22","1006.5","26.7","98","0.0","0","0.9","294","0.0","0.00"
"23","1006.2","26.2","99","0.0","0","0.4","297","0.0","0.00"
"24","1005.5","25.7","99","0.0","0","0.0","0","0.0","0.00"
