"觀測時間(hour)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","WSGust","WDGust","Precp","GloblRad"
"01","1.3","216","0.0","0.00"
"02","1.4","210","0.0","0.00"
"03","1.7","203","0.0","0.00"
"04","1.4","232","0.0","0.00"
"05","1.7","205","0.0","0.00"
"06","1.1","233","0.0","0.00"
"07","0.5","227","0.0","0.00"
"08","2.0","206","0.0","0.40"
"09","2.7","215","0.0","1.00"
"10","3.6","253","0.0","1.70"
"11","2.8","287","0.0","2.60"
"12","3.7","220","0.0","3.00"
"13","4.5","179","0.0","3.30"
"14","3.8","64","0.0","1.40"
"15","3.1","81","0.0","0.90"
"16","2.9","151","0.0","0.60"
"17","1.8","136","0.0","0.30"
"18","1.2","137","0.0","0.00"
"19","0.0","0","0.0","0.00"
"20","0.0","0","0.0","0.00"
"21","0.0","0","0.0","0.00"
"22","0.0","0","0.0","0.00"
"23","0.2","0","0.0","0.00"
"24","0.0","0","0.0","0.00"
