"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","998.6","23.6","100","0.0","0","1.0","70","1.0","0.00"
"02","996.6","23.8","100","0.3","294","1.7","282","0.5","0.00"
"03","996.0","23.2","99","0.6","60","3.2","98","0.0","0.00"
"04","996.8","22.8","100","0.0","0","1.7","216","0.0","0.00"
"05","997.2","23.7","100","0.0","0","1.6","214","0.0","0.00"
"06","997.9","23.1","99","0.0","0","1.4","222","0.0","0.00"
"07","998.2","25.6","92","0.0","0","2.0","278","0.0","0.30"
"08","998.4","28.7","80","0.8","227","2.3","231","0.0","1.10"
"09","998.6","30.1","71","1.0","226","3.3","220","0.0","2.00"
"10","998.4","31.3","68","0.3","212","3.3","215","0.0","2.50"
"11","998.2","32.3","64","1.1","78","3.3","8","0.0","2.70"
"12","997.0","32.5","64","1.1","76","3.5","63","0.0","3.60"
"13","996.3","32.2","65","1.4","71","4.2","100","0.0","3.40"
"14","995.9","30.6","71","1.4","63","4.2","125","0.0","2.60"
"15","995.6","29.3","81","1.0","63","4.4","64","0.0","1.20"
"16","995.7","28.3","83","0.9","64","3.6","13","0.0","0.30"
"17","995.8","27.7","86","0.5","55","3.1","67","0.0","0.10"
"18","995.9","26.3","93","0.9","326","2.9","323","0.5","0.00"
"19","996.6","25.4","97","0.7","287","3.2","274","3.0","0.00"
"20","997.6","25.1","100","0.0","0","2.8","204","5.5","0.00"
"21","998.1","24.8","100","0.0","0","0.0","0","0.0","0.00"
"22","997.9","24.7","100","0.4","223","1.6","230","0.0","0.00"
"23","997.7","24.5","100","0.0","0","1.0","230","0.0","0.00"
"24","997.5","24.2","100","0.0","0","2.6","245","0.0","0.00"
