"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.7","21.8","100","0.1","0","1.4","210","0.5","0.00"
"02","1003.2","21.6","100","0.0","0","1.4","267","1.0","0.00"
"03","1002.5","21.5","100","0.7","230","2.6","217","0.5","0.00"
"04","1002.7","20.9","100","0.0","0","3.3","224","0.0","0.00"
"05","1002.1","20.6","100","0.1","0","1.5","304","0.0","0.00"
"06","1002.5","20.9","100","0.0","0","1.0","215","0.0","0.00"
"07","1002.8","22.0","100","0.0","0","0.5","139","0.0","0.30"
"08","1002.5","25.1","91","0.2","0","1.9","192","0.0","1.40"
"09","1002.9","26.1","81","0.1","0","1.2","116","0.0","1.20"
"10","1002.7","27.0","77","0.7","331","2.3","313","0.0","1.10"
"11","1002.6","26.8","80","0.1","0","2.1","329","0.0","1.20"
"12","1002.0","25.7","90","0.1","0","1.5","111","0.0","0.50"
"13","1002.1","25.4","91","0.1","0","1.0","34","0.0","0.50"
"14","1002.0","25.2","89","0.0","0","1.3","103","0.0","0.40"
"15","1001.3","24.5","94","0.3","321","1.6","225","0.0","0.30"
"16","1001.0","24.3","94","0.6","194","2.9","227","0.0","0.30"
"17","1000.5","24.8","94","0.2","0","3.0","273","0.0","0.20"
"18","1001.2","24.0","95","0.3","159","1.4","5","0.0","0.10"
"19","1000.6","23.3","97","0.0","0","0.8","326","0.0","0.00"
"20","1002.1","23.0","99","0.1","0","1.6","333","0.0","0.00"
"21","1002.8","23.1","99","0.0","0","1.1","315","0.0","0.00"
"22","1003.3","23.3","99","0.0","0","0.1","0","0.0","0.00"
"23","1003.1","22.9","99","0.0","0","0.0","0","0.0","0.00"
"24","1003.0","22.7","100","0.0","0","0.0","0","0.0","0.00"
