"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.6","25.4","100","0.0","0","0.8","209","0.0","0.00"
"02","1003.0","25.3","100","0.0","0","0.9","252","0.0","0.00"
"03","1002.4","25.2","100","0.0","0","0.0","0","0.0","0.00"
"04","1001.9","24.8","100","0.0","0","0.6","192","0.0","0.00"
"05","1001.8","24.8","100","0.0","0","0.9","238","0.0","0.00"
"06","1003.4","25.0","100","0.0","0","1.7","223","0.0","0.00"
"07","1004.0","25.9","100","0.1","0","1.9","215","0.0","0.20"
"08","1004.4","28.2","94","0.4","233","1.7","262","0.0","0.80"
"09","1004.5","31.2","80","0.2","0","2.1","204","0.0","1.90"
"10","1004.8","33.2","67","0.3","88","1.9","90","0.0","2.70"
"11","1004.6","34.1","66","0.9","117","2.4","121","0.0","3.20"
"12","1004.4","34.1","65","1.0","82","3.9","80","0.0","3.70"
"13","1003.9","34.4","65","0.4","37","3.1","31","0.0","3.10"
"14","1003.8","33.5","69","0.9","59","3.1","100","0.0","2.00"
"15","1003.4","32.4","69","0.1","0","2.3","29","0.0","1.50"
"16","1003.3","30.6","81","0.0","0","0.8","34","0.0","0.40"
"17","1003.3","29.9","81","0.0","0","1.9","2","0.0","0.30"
"18","1003.6","28.9","83","0.0","0","1.9","335","0.0","0.10"
"19","1004.4","27.7","91","0.0","0","0.7","113","0.0","0.00"
"20","1004.9","27.2","95","0.0","0","0.1","0","0.0","0.00"
"21","1005.7","27.0","93","0.6","231","1.5","211","0.0","0.00"
"22","1005.9","26.5","97","0.0","0","1.3","271","0.0","0.00"
"23","1006.2","26.3","95","0.1","0","1.4","233","0.0","0.00"
"24","1006.4","26.3","98","0.0","0","1.1","211","0.0","0.00"
