"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.6","21.7","94","0.7","47","4.2","76","0.0","0.00"
"02","1009.3","21.4","91","0.9","56","4.7","96","&","0.00"
"03","1009.6","21.2","90","0.4","30","3.2","75","0.0","0.00"
"04","1009.9","21.0","92","0.3","2","2.1","86","0.0","0.00"
"05","1010.6","20.4","97","0.1","0","2.1","37","0.5","0.00"
"06","1011.5","20.3","99","0.2","0","1.2","283","1.0","0.00"
"07","1012.2","19.9","99","0.2","0","1.9","67","1.5","0.00"
"08","1013.1","19.9","99","0.0","0","2.0","26","1.0","0.10"
"09","1013.6","20.0","100","0.0","0","1.8","354","1.0","0.10"
"10","1014.0","20.2","98","0.3","324","3.3","110","0.5","0.20"
"11","1013.8","20.5","96","0.7","5","2.2","29","0.0","0.30"
"12","1014.1","20.5","95","0.2","0","2.8","349","0.0","0.30"
"13","1013.5","20.7","93","0.2","0","2.2","304","0.5","0.40"
"14","1013.3","21.2","88","0.6","57","3.7","62","0.0","0.40"
"15","1013.3","21.1","86","1.6","54","5.5","76","0.0","0.40"
"16","1013.5","21.0","85","1.2","56","4.3","52","0.0","0.20"
"17","1013.8","21.1","85","1.0","77","4.9","69","0.0","0.10"
"18","1014.2","20.9","86","0.9","55","6.1","68","0.0","0.00"
"19","1014.5","20.8","86","0.9","45","4.7","69","0.0","0.00"
"20","1015.2","20.6","83","0.7","40","4.7","14","0.0","0.00"
"21","1016.0","20.4","82","0.6","356","2.7","37","0.0","0.00"
"22","1015.8","20.0","87","0.0","0","1.8","312","0.0","0.00"
"23","1015.3","19.5","94","0.0","0","0.5","347","0.0","0.00"
"24","1014.2","19.4","90","0.1","0","0.5","201","0.0","0.00"
