"觀測時間(hour)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","WSGust","WDGust","Precp","GloblRad"
"01","3.3","67","0.0","0.00"
"02","4.1","78","0.0","0.00"
"03","4.9","305","0.0","0.00"
"04","5.5","48","0.0","0.00"
"05","4.4","59","0.0","0.00"
"06","2.6","2","0.0","0.00"
"07","2.4","354","0.0","0.00"
"08","1.9","1","0.0","0.00"
"09","1.9","37","0.0","0.20"
"10","1.4","60","0.0","0.30"
"11","1.2","65","0.0","0.10"
"12","2.8","67","0.0","0.30"
"13","2.2","339","0.0","0.20"
"14","1.6","73","0.0","0.20"
"15","2.3","16","0.0","0.20"
"16","2.7","32","0.0","0.20"
"17","1.5","333","0.0","0.00"
"18","0.9","360","0.0","0.00"
"19","0.1","0","0.0","0.00"
"20","0.0","0","0.0","0.00"
"21","0.0","0","0.0","0.00"
"22","0.0","0","0.0","0.00"
"23","0.0","0","0.0","0.00"
"24","0.0","0","0.0","0.00"
