"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.7","19.0","95","0.0","0","0.9","208","0.0","0.00"
"02","1010.1","19.4","97","0.0","0","1.1","212","0.0","0.00"
"03","1009.8","19.4","96","0.0","0","0.7","191","0.0","0.00"
"04","1009.8","19.4","97","0.1","0","1.1","226","0.0","0.00"
"05","1009.8","19.4","98","0.0","0","1.4","212","0.0","0.00"
"06","1010.3","19.8","98","0.1","0","1.4","225","0.0","0.00"
"07","1010.5","21.1","92","0.5","219","1.7","201","0.0","0.30"
"08","1010.7","23.6","80","0.4","230","2.6","212","0.0","0.90"
"09","1010.6","26.8","66","0.8","214","2.4","220","0.0","2.10"
"10","1010.1","28.6","59","0.6","220","2.7","239","0.0","3.00"
"11","1009.8","27.5","64","0.6","67","2.6","213","0.0","1.50"
"12","1009.3","28.9","63","0.6","153","2.8","134","0.0","1.90"
"13","1008.9","25.7","72","0.2","0","2.3","160","0.0","0.60"
"14","1008.4","25.5","79","0.4","12","1.3","337","0.0","0.40"
"15","1008.3","25.5","79","0.1","0","1.6","299","0.0","0.60"
"16","1008.1","26.7","72","0.4","60","1.2","105","0.0","0.50"
"17","1008.3","25.7","77","0.0","0","1.0","215","0.0","0.50"
"18","1008.4","23.6","91","0.1","0","1.1","205","0.0","0.00"
"19","1008.3","22.7","96","0.3","235","1.4","251","0.0","0.00"
"20","1008.5","22.4","97","0.1","0","1.5","213","0.0","0.00"
"21","1008.7","22.1","98","0.1","0","1.7","187","0.0","0.00"
"22","1008.9","21.8","99","0.0","0","1.4","233","0.0","0.00"
"23","1009.1","21.2","99","0.0","0","0.8","218","0.0","0.00"
"24","1008.3","21.0","99","0.0","0","0.8","223","0.0","0.00"
