"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.8","24.5","96","0.0","0","1.4","225","0.0","0.00"
"02","1002.7","24.6","95","0.1","0","1.0","225","0.0","0.00"
"03","1002.8","24.3","96","0.2","0","1.8","317","0.0","0.00"
"04","1002.8","24.0","98","0.0","0","1.2","287","0.0","0.00"
"05","1002.6","23.8","98","0.0","0","1.0","301","0.0","0.00"
"06","1003.7","23.9","97","0.2","0","2.1","133","0.0","0.00"
"07","1003.2","23.5","96","0.1","0","1.9","27","0.0","0.00"
"08","1003.4","25.0","86","1.0","227","6.0","193","0.0","0.10"
"09","1004.1","25.7","86","0.0","0","3.7","232","0.0","0.30"
"10","1004.8","27.1","76","0.1","0","1.4","22","0.0","0.70"
"11","1005.8","28.0","74","0.9","52","4.0","29","0.0","1.20"
"12","1005.9","27.8","79","0.7","74","4.4","128","0.0","1.60"
"13","1005.6","27.6","81","1.4","60","4.8","88","0.0","1.70"
"14","1005.5","25.2","88","1.4","65","4.9","68","0.0","0.90"
"15","1005.3","24.0","95","0.7","41","3.2","78","1.0","0.20"
"16","1005.7","23.2","97","0.4","30","2.3","319","0.0","0.00"
"17","1006.3","22.8","99","0.0","0","2.6","4","0.0","0.10"
"18","1007.5","22.5","99","0.2","0","2.5","84","1.0","0.00"
"19","1007.0","22.1","100","0.4","49","3.8","16","2.5","0.00"
"20","1008.4","22.1","99","0.0","0","2.8","120","0.0","0.00"
"21","1008.9","21.9","100","0.1","0","2.0","19","0.5","0.00"
"22","1009.1","21.8","100","0.0","0","2.4","334","0.0","0.00"
"23","1009.2","21.8","100","0.0","0","0.9","334","0.0","0.00"
"24","1009.0","21.6","100","0.0","0","0.5","343","0.5","0.00"
