"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.8","27.6","95","0.0","0","1.0","214","0.0","0.00"
"02","1003.5","27.0","96","0.0","0","1.0","214","0.0","0.00"
"03","1003.2","26.5","96","0.0","0","1.0","244","0.0","0.00"
"04","1003.0","26.2","96","0.0","0","1.1","247","0.0","0.00"
"05","1002.8","25.6","97","0.0","0","0.0","0","0.0","0.00"
"06","1003.1","25.6","98","0.0","0","1.5","263","0.0","0.00"
"07","1003.6","28.2","92","0.3","223","1.3","211","0.0","0.60"
"08","1004.0","31.1","76","0.5","209","2.8","232","0.0","1.50"
"09","1004.1","32.7","70","0.6","245","2.5","228","0.0","2.20"
"10","1004.1","33.9","65","0.4","126","2.2","296","0.0","2.80"
"11","1004.1","33.7","71","0.6","183","3.2","119","0.0","3.00"
"12","1003.4","34.0","72","0.9","156","4.8","149","0.0","3.50"
"13","1002.9","34.4","72","0.7","165","4.4","133","0.0","3.40"
"14","1002.4","33.3","75","1.1","156","4.4","123","0.0","2.70"
"15","1001.9","32.6","76","0.7","176","4.6","123","0.0","1.90"
"16","1001.8","32.4","78","0.5","172","4.4","114","0.0","1.20"
"17","1002.0","32.4","78","0.2","0","3.0","229","0.0","0.80"
"18","1002.4","30.8","83","0.2","0","1.5","158","0.0","0.30"
"19","1003.3","29.7","88","0.1","0","1.1","165","0.0","0.00"
"20","1003.6","28.7","92","0.0","0","1.0","45","0.0","0.00"
"21","1004.3","28.4","95","0.0","0","0.8","28","0.0","0.00"
"22","1004.7","28.3","96","0.0","0","0.0","0","0.0","0.00"
"23","1004.8","28.3","97","0.0","0","0.0","0","0.0","0.00"
"24","1004.5","28.5","97","0.0","0","0.0","0","0.0","0.00"
