"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.8","27.6","88","0.2","0","2.6","261","0.0","0.00"
"02","1006.9","26.8","89","0.1","0","1.6","205","0.0","0.00"
"03","1006.2","25.8","95","0.0","0","0.9","326","0.0","0.00"
"04","1006.0","25.4","95","0.3","203","0.8","336","0.0","0.00"
"05","1005.5","25.4","94","0.0","0","2.5","230","0.0","0.00"
"06","1006.1","25.3","93","0.0","0","1.4","210","0.0","0.00"
"07","1006.5","27.1","85","0.3","218","2.0","209","0.0","0.40"
"08","1006.6","31.6","65","0.6","203","2.3","190","0.0","1.60"
"09","1006.4","33.8","61","0.5","186","2.6","264","0.0","2.20"
"10","1006.0","34.3","56","1.0","198","2.7","261","0.0","2.90"
"11","1006.0","34.9","65","0.5","168","2.7","132","0.0","3.00"
"12","1005.8","34.8","63","0.7","127","3.2","108","0.0","3.60"
"13","1005.5","35.0","56","0.7","146","3.6","142","0.0","3.60"
"14","1005.3","35.3","57","0.6","159","4.4","139","0.0","3.40"
"15","1005.1","32.5","65","0.7","160","3.7","62","0.0","2.30"
"16","1005.2","31.0","71","0.6","108","3.7","104","0.0","1.60"
"17","1006.0","30.2","76","0.6","210","3.6","124","0.0","0.40"
"18","1006.8","28.8","78","0.9","219","5.5","216","0.0","0.10"
"19","1007.4","26.2","91","0.4","67","3.7","218","0.0","0.00"
"20","1007.4","25.7","95","0.0","0","1.1","27","0.0","0.00"
"21","1008.2","25.7","98","0.0","0","1.1","104","0.0","0.00"
"22","1008.1","25.7","99","0.0","0","0.1","0","0.0","0.00"
"23","1007.1","25.0","99","0.0","0","0.8","228","0.0","0.00"
"24","1006.0","24.7","99","0.0","0","1.4","212","0.0","0.00"
