"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.8","25.1","100","0.0","0","0.0","0","0.0","0.00"
"02","1003.5","25.0","100","0.0","0","0.8","260","0.0","0.00"
"03","1002.4","24.6","100","0.0","0","0.3","237","0.0","0.00"
"04","1002.7","24.5","100","0.0","0","0.7","229","0.0","0.00"
"05","1003.2","24.3","100","0.0","0","1.2","204","0.5","0.00"
"06","1003.6","24.5","100","0.5","221","1.8","212","0.0","0.00"
"07","1004.4","24.9","100","0.1","0","1.6","274","0.0","0.30"
"08","1004.5","26.3","97","0.1","0","1.5","210","0.0","0.80"
"09","1004.3","28.3","84","0.1","0","2.0","235","0.0","1.60"
"10","1004.7","30.5","83","0.9","40","3.0","8","0.0","2.40"
"11","1004.7","30.0","83","1.3","51","4.0","41","0.0","3.10"
"12","1003.8","30.5","81","1.3","70","4.5","46","0.0","2.70"
"13","1003.1","29.7","84","1.1","63","3.7","103","0.0","1.80"
"14","1002.3","30.4","79","1.1","39","4.8","8","0.0","2.60"
"15","1002.2","28.8","86","0.8","76","3.2","72","0.0","1.40"
"16","1002.5","28.7","86","0.8","61","3.5","92","0.0","1.40"
"17","1002.9","28.1","89","0.7","63","3.5","61","0.0","0.30"
"18","1003.3","27.2","94","0.2","0","3.2","98","0.0","0.10"
"19","1004.0","26.7","97","0.0","0","0.7","40","0.0","0.00"
"20","1004.2","26.3","98","0.0","0","0.6","15","0.0","0.00"
"21","1004.6","26.0","99","0.0","0","0.2","0","0.0","0.00"
"22","1005.5","25.9","99","0.0","0","0.0","0","0.0","0.00"
"23","1005.2","25.9","99","0.0","0","1.4","32","0.0","0.00"
"24","1004.5","25.6","100","0.0","0","1.3","303","0.0","0.00"
