"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1011.3","24.0","100","0.0","0","0.6","184","0.0","0.00"
"02","1011.0","24.3","100","0.1","0","0.8","185","0.0","0.00"
"03","1010.9","23.8","100","0.0","0","1.5","193","0.0","0.00"
"04","1010.8","23.7","100","0.0","0","0.8","214","0.0","0.00"
"05","1011.1","23.4","100","0.0","0","0.8","214","0.0","0.00"
"06","1011.8","23.0","100","0.0","0","0.1","0","0.0","0.00"
"07","1012.3","23.6","100","0.4","209","1.8","203","0.0","0.20"
"08","1012.9","28.3","82","0.5","239","1.8","200","0.0","1.00"
"09","1013.2","29.9","74","0.6","215","2.2","237","0.0","1.60"
"10","1012.9","31.3","66","0.5","18","1.7","24","0.0","2.40"
"11","1012.3","31.0","67","1.0","84","3.0","66","0.0","2.80"
"12","1011.4","31.0","66","1.1","80","3.3","118","0.0","2.90"
"13","1010.8","30.5","72","1.7","55","4.3","38","0.0","2.30"
"14","1010.3","30.8","74","1.3","59","4.4","61","0.0","2.20"
"15","1010.1","28.8","80","1.3","68","4.5","43","0.0","1.50"
"16","1010.2","28.5","82","0.7","21","3.4","85","0.0","0.60"
"17","1010.8","27.7","85","0.6","35","2.2","60","0.0","0.40"
"18","1010.9","26.3","91","0.0","0","2.0","60","0.0","0.00"
"19","1011.6","26.0","93","0.5","18","2.2","46","0.0","0.00"
"20","1012.5","25.5","96","0.2","0","2.9","5","0.0","0.00"
"21","1012.8","25.5","95","0.3","35","2.4","310","0.0","0.00"
"22","1012.6","24.6","98","0.0","0","3.2","81","0.0","0.00"
"23","1012.4","24.6","99","0.0","0","0.0","0","0.0","0.00"
"24","1012.3","24.4","100","0.1","0","1.0","38","0.0","0.00"
