"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.2","22.4","100","0.0","0","0.3","79","0.0","0.00"
"02","1002.5","22.2","100","0.0","0","0.9","35","0.0","0.00"
"03","1002.9","21.9","100","0.0","0","0.6","256","0.0","0.00"
"04","1002.8","21.8","100","0.0","0","0.6","255","0.0","0.00"
"05","1003.5","21.7","100","0.0","0","1.4","251","0.0","0.00"
"06","1003.8","22.0","100","0.0","0","0.8","231","0.0","0.00"
"07","1004.9","22.3","100","0.4","243","2.3","248","0.0","0.10"
"08","1005.3","22.8","99","0.4","303","2.1","308","0.0","0.10"
"09","1005.2","24.3","95","0.0","0","1.6","274","0.0","0.60"
"10","1006.1","25.1","90","0.3","263","1.7","279","0.0","0.60"
"11","1006.4","26.1","85","0.3","186","2.3","311","0.0","0.70"
"12","1005.6","26.4","84","0.5","246","2.4","222","0.0","0.80"
"13","1005.1","26.9","82","0.0","0","1.0","328","0.0","0.70"
"14","1004.5","28.5","79","0.3","156","1.7","121","0.0","1.20"
"15","1004.2","28.2","79","0.5","91","1.6","78","0.0","1.10"
"16","1003.7","27.5","82","0.6","68","2.6","120","0.0","0.90"
"17","1003.4","27.4","82","0.9","84","2.7","100","0.0","0.70"
"18","1004.3","26.1","89","0.3","65","2.4","117","0.0","0.10"
"19","1005.8","25.1","94","0.0","0","1.3","360","0.0","0.00"
"20","1006.7","24.8","96","0.0","0","0.6","87","0.0","0.00"
"21","1007.1","24.7","97","0.0","0","0.0","0","0.0","0.00"
"22","1007.1","24.6","98","0.0","0","0.3","87","0.0","0.00"
"23","1007.4","24.5","98","0.0","0","0.0","0","0.0","0.00"
"24","1007.5","24.3","99","0.0","0","0.0","0","0.0","0.00"
