"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.1","24.2","100","0.0","0","0.5","249","0.5","0.00"
"02","1007.4","24.2","100","0.0","0","0.9","205","0.0","0.00"
"03","1007.3","24.1","100","0.0","0","1.0","243","0.0","0.00"
"04","1007.2","23.9","100","0.2","0","1.1","208","0.0","0.00"
"05","1007.6","24.0","100","0.0","0","1.0","248","0.0","0.00"
"06","1007.9","24.2","100","0.0","0","0.9","224","0.0","0.00"
"07","1008.3","24.7","100","0.0","0","0.5","217","0.0","0.30"
"08","1008.9","25.3","100","0.5","210","1.7","210","0.0","0.50"
"09","1008.8","26.6","96","0.4","244","2.3","125","0.0","0.90"
"10","1008.5","28.1","88","0.3","38","1.3","281","0.0","1.40"
"11","1008.3","29.5","78","0.5","33","2.6","94","0.0","1.90"
"12","1008.3","29.4","80","0.6","71","2.5","34","0.0","1.90"
"13","1007.9","29.4","82","0.4","44","2.0","126","0.0","1.10"
"14","1007.4","29.7","76","0.5","29","1.9","35","0.0","1.30"
"15","1007.0","28.4","81","0.3","352","2.2","81","0.0","0.60"
"16","1006.3","29.3","80","0.0","0","1.4","300","0.0","0.80"
"17","1006.8","28.5","84","0.0","0","1.5","138","0.0","0.40"
"18","1007.1","27.6","90","0.0","0","0.8","93","0.0","0.10"
"19","1006.8","26.4","94","0.0","0","1.7","316","0.0","0.00"
"20","1006.7","26.0","96","0.0","0","1.0","245","0.0","0.00"
"21","1007.0","25.4","95","0.3","222","2.2","240","0.0","0.00"
"22","1008.2","25.2","96","0.1","0","1.6","193","0.0","0.00"
"23","1008.0","25.2","96","0.1","0","1.9","270","0.0","0.00"
"24","1007.4","24.9","96","0.0","0","1.4","262","0.0","0.00"
