"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","999.2","26.5","92","0.0","0","1.2","341","0.0","0.00"
"02","998.4","26.0","93","0.0","0","0.8","188","0.0","0.00"
"03","998.4","25.6","94","0.0","0","0.0","0","0.0","0.00"
"04","998.3","26.1","93","0.0","0","1.4","303","0.0","0.00"
"05","998.2","25.3","98","0.0","0","2.1","336","2.5","0.00"
"06","998.3","25.9","99","0.0","0","0.5","229","0.0","0.00"
"07","997.8","26.9","97","0.1","0","1.3","220","0.0","0.20"
"08","997.7","30.7","82","0.3","200","1.6","242","0.0","1.20"
"09","997.5","32.4","71","1.0","68","3.7","48","0.0","2.00"
"10","998.1","30.3","82","1.2","65","4.8","57","0.0","1.50"
"11","996.8","30.4","81","0.8","65","4.9","358","0.0","0.70"
"12","996.7","30.5","77","0.8","52","4.0","107","0.0","0.80"
"13","995.7","28.2","94","0.5","65","4.2","67","0.0","0.30"
"14","994.9","33.4","69","1.0","63","3.8","49","0.0","2.20"
"15","994.9","27.0","94","0.9","24","7.1","134","0.5","0.80"
"16","995.9","26.7","91","1.9","62","6.4","50","0.5","0.30"
"17","995.3","25.0","99","0.0","0","5.0","52","5.0","0.00"
"18","994.4","25.5","99","0.0","0","1.0","211","0.5","0.00"
"19","993.9","25.6","100","0.0","0","0.5","104","0.0","0.00"
"20","994.2","25.5","100","0.0","0","1.1","47","0.5","0.00"
"21","993.8","25.4","100","0.0","0","3.4","70","0.0","0.00"
"22","993.5","25.0","100","0.0","0","2.4","304","3.5","0.00"
"23","992.5","24.9","100","0.0","0","2.1","72","2.0","0.00"
"24","991.3","25.0","100","0.0","0","1.4","187","2.0","0.00"
