"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.7","26.0","99","0.0","0","0.2","0","0.0","0.00"
"02","1007.3","25.7","99","0.0","0","0.5","325","0.0","0.00"
"03","1006.8","25.5","100","0.0","0","0.0","0","0.0","0.00"
"04","1006.8","25.2","100","0.0","0","0.0","0","0.0","0.00"
"05","1007.0","25.2","100","0.0","0","0.0","0","0.0","0.00"
"06","1007.1","25.2","100","0.0","0","0.3","290","0.0","0.00"
"07","1007.5","26.2","99","0.0","0","1.1","218","0.0","0.20"
"08","1008.1","27.9","94","0.1","0","1.3","223","0.0","0.60"
"09","1008.0","31.2","81","0.1","0","1.8","206","0.0","1.40"
"10","1007.9","32.1","72","0.1","0","1.6","131","0.0","1.70"
"11","1007.6","32.8","69","0.1","0","2.1","32","0.0","2.60"
"12","1006.8","31.6","79","1.2","59","3.4","62","0.0","2.60"
"13","1006.3","30.9","80","1.1","60","4.0","89","0.0","2.00"
"14","1006.0","32.2","71","1.5","76","4.1","123","0.0","2.50"
"15","1005.8","30.3","80","1.1","68","4.1","55","0.0","1.80"
"16","1006.1","29.2","85","1.0","67","3.4","30","0.0","0.60"
"17","1006.3","28.7","88","0.5","49","2.4","73","0.0","0.20"
"18","1006.4","27.8","93","0.0","0","2.0","66","0.0","0.00"
"19","1006.8","27.1","95","0.0","0","0.0","0","0.0","0.00"
"20","1007.2","26.9","97","0.0","0","0.0","0","0.0","0.00"
"21","1007.5","27.0","96","0.2","0","2.3","73","0.0","0.00"
"22","1007.4","26.6","97","0.0","0","1.4","72","0.0","0.00"
"23","1007.6","26.5","97","0.0","0","0.0","0","0.0","0.00"
"24","1007.1","26.5","98","0.0","0","0.0","0","0.0","0.00"
