"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1015.2","22.8","95","0.0","0","2.2","215","0.0","0.00"
"02","1014.7","22.9","93","0.3","33","3.4","60","0.0","0.00"
"03","1014.9","22.8","92","0.8","35","3.6","58","0.0","0.00"
"04","1015.1","22.6","88","2.2","47","7.5","72","0.0","0.00"
"05","1015.5","22.3","86","2.4","49","8.0","64","0.0","0.00"
"06","1016.1","22.4","84","2.1","44","7.9","325","0.0","0.00"
"07","1016.9","22.3","81","2.2","50","7.6","73","0.0","0.00"
"08","1017.5","22.2","83","2.1","48","6.1","66","0.0","0.00"
"09","1018.2","22.4","81","2.2","53","7.6","53","0.0","0.20"
"10","1018.6","22.6","79","1.3","41","7.4","44","0.0","0.30"
"11","1018.1","21.9","85","1.3","47","9.1","65","0.0","0.40"
"12","1017.6","22.2","79","1.5","41","7.2","19","0.0","0.50"
"13","1017.1","21.7","84","1.3","55","6.3","48","0.5","0.40"
"14","1016.6","21.8","83","1.8","46","6.8","59","0.0","0.40"
"15","1016.6","20.4","91","2.0","52","6.5","63","0.0","0.20"
"16","1017.1","19.7","93","1.2","40","5.4","45","1.0","0.10"
"17","1018.0","19.6","95","0.7","41","5.0","35","0.5","0.00"
"18","1018.6","19.7","95","1.2","30","4.4","49","0.0","0.00"
"19","1018.7","19.5","98","0.2","0","5.2","72","0.5","0.00"
"20","1019.2","19.6","95","0.7","53","4.8","66","0.0","0.00"
"21","1019.1","19.9","92","0.8","35","5.0","22","0.0","0.00"
"22","1019.0","20.2","88","1.2","52","5.0","29","0.0","0.00"
"23","1018.2","19.9","91","0.7","21","3.6","84","0.0","0.00"
"24","1019.2","20.1","90","0.4","51","5.2","334","0.0","0.00"
