"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.8","27.3","95","0.0","0","1.1","218","0.0","0.00"
"02","1007.2","26.6","97","0.1","0","0.8","213","0.0","0.00"
"03","1006.7","26.2","98","0.0","0","0.8","178","0.0","0.00"
"04","1006.8","25.8","99","0.0","0","0.0","0","0.0","0.00"
"05","1007.0","25.5","99","0.0","0","1.0","210","0.0","0.00"
"06","1007.2","25.5","100","0.1","0","1.0","218","0.0","0.00"
"07","1007.5","27.9","90","0.6","202","2.0","195","0.0","0.60"
"08","1008.0","31.4","73","0.7","222","2.3","192","0.0","1.50"
"09","1007.8","33.0","64","0.6","200","2.2","201","0.0","2.20"
"10","1007.7","33.7","64","0.7","273","2.5","133","0.0","2.90"
"11","1007.3","34.0","69","0.3","187","1.8","360","0.0","2.90"
"12","1006.7","35.1","70","0.7","135","3.2","62","0.0","2.60"
"13","1006.1","34.8","65","0.8","151","3.7","149","0.0","3.50"
"14","1005.9","34.8","61","0.8","113","4.0","56","0.0","3.40"
"15","1005.7","34.4","64","0.6","142","4.4","110","0.0","2.60"
"16","1005.3","32.4","71","0.4","96","3.1","132","0.0","1.80"
"17","1005.4","31.2","72","0.1","0","3.0","150","0.0","0.60"
"18","1005.6","29.8","80","0.0","0","2.0","231","0.0","0.20"
"19","1006.0","28.3","87","0.0","0","1.7","208","0.0","0.00"
"20","1006.4","27.6","92","0.0","0","1.1","181","0.0","0.00"
"21","1006.6","26.9","94","0.0","0","0.6","354","0.0","0.00"
"22","1006.7","26.6","95","0.0","0","0.6","185","0.0","0.00"
"23","1006.6","26.1","96","0.0","0","0.0","0","0.0","0.00"
"24","1006.3","25.9","96","0.1","0","0.6","195","0.0","0.00"
