"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.6","23.1","100","0.6","227","2.5","227","0.0","0.00"
"02","1008.4","23.0","100","1.1","233","3.5","250","0.0","0.00"
"03","1008.0","23.0","100","1.1","232","2.9","245","0.0","0.00"
"04","1007.9","22.9","100","0.7","219","2.4","236","0.0","0.00"
"05","1007.7","22.9","100","0.4","237","3.2","280","0.0","0.00"
"06","1008.1","23.0","99","1.2","244","3.0","231","0.0","0.00"
"07","1008.6","23.2","99","0.8","230","3.4","249","0.0","0.00"
"08","1008.8","24.8","92","1.1","230","3.0","220","0.0","0.40"
"09","1008.4","26.1","86","0.5","218","3.5","216","0.0","0.80"
"10","1008.1","27.5","83","1.3","232","3.6","238","0.0","1.00"
"11","1007.2","29.0","76","1.6","241","5.0","216","0.0","1.30"
"12","1006.2","28.2","75","1.7","226","4.2","228","0.0","0.90"
"13","1005.8","27.2","82","2.0","239","4.9","226","0.0","0.80"
"14","1005.2","28.5","74","1.5","244","5.0","206","0.0","1.00"
"15","1005.4","27.5","77","0.6","236","3.0","269","0.0","0.40"
"16","1005.1","26.6","84","0.8","221","3.4","289","0.0","0.30"
"17","1005.6","26.1","86","0.5","240","2.5","257","0.0","0.10"
"18","1005.7","25.5","88","0.2","0","2.2","234","0.0","0.00"
"19","1006.5","25.2","88","0.9","223","2.9","202","0.0","0.00"
"20","1007.2","23.8","97","1.3","228","3.8","214","0.5","0.00"
"21","1007.7","23.4","100","0.7","251","4.8","221","2.5","0.00"
"22","1006.8","23.2","100","0.8","241","2.0","244","0.5","0.00"
"23","1006.2","23.1","100","0.6","244","3.0","248","0.0","0.00"
"24","1006.6","23.1","100","0.9","243","2.8","219","0.0","0.00"
