"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.0","25.4","98","0.0","0","1.0","228","0.0","0.00"
"02","1003.6","24.9","99","0.0","0","0.6","228","0.0","0.00"
"03","1003.4","24.9","99","0.0","0","0.8","226","0.0","0.00"
"04","1003.5","24.5","99","0.0","0","0.6","224","0.0","0.00"
"05","1003.7","24.5","100","0.0","0","1.4","229","0.0","0.00"
"06","1004.1","24.6","100","0.0","0","0.7","229","0.0","0.00"
"07","1004.6","27.1","91","0.5","222","2.1","227","0.0","0.40"
"08","1005.0","30.6","78","0.7","224","2.5","212","0.0","1.20"
"09","1005.0","32.8","65","0.3","145","2.2","279","0.0","2.00"
"10","1005.5","34.0","59","0.5","318","2.0","98","0.0","2.70"
"11","1005.6","34.6","57","0.6","44","2.4","79","0.0","3.20"
"12","1005.1","34.7","59","1.0","82","3.3","108","0.0","3.20"
"13","1004.8","34.7","57","0.9","78","3.2","111","0.0","3.40"
"14","1004.3","35.0","56","0.8","64","4.0","87","0.0","3.10"
"15","1004.4","34.6","57","0.9","43","3.0","64","0.0","2.60"
"16","1004.5","32.0","70","0.3","89","2.8","22","0.0","1.10"
"17","1004.7","31.8","71","0.0","0","1.9","77","0.0","0.70"
"18","1004.7","29.2","84","0.0","0","1.2","171","0.0","0.10"
"19","1005.2","27.5","91","0.0","0","0.0","0","0.0","0.00"
"20","1005.9","26.8","93","0.0","0","0.0","0","0.0","0.00"
"21","1006.5","26.5","96","0.0","0","0.0","0","0.0","0.00"
"22","1006.3","26.4","96","0.0","0","0.0","0","0.0","0.00"
"23","1005.9","25.8","97","0.0","0","0.0","0","0.0","0.00"
"24","1005.4","25.6","98","0.0","0","0.0","0","0.0","0.00"
