"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.2","27.4","97","0.0","0","0.0","0","0.0","0.00"
"02","1004.9","27.0","97","0.0","0","0.6","78","0.0","0.00"
"03","1005.1","26.7","98","0.0","0","0.0","0","0.0","0.00"
"04","1005.3","27.3","98","0.0","0","0.3","107","0.0","0.00"
"05","1005.3","27.0","98","0.0","0","0.0","0","0.0","0.00"
"06","1005.8","27.2","98","0.2","0","1.9","227","0.0","0.00"
"07","1006.0","29.1","91","0.8","213","2.4","213","0.0","0.60"
"08","1006.0","31.8","76","0.5","213","2.0","179","0.0","1.40"
"09","1005.8","33.1","76","0.8","241","2.8","213","0.0","2.10"
"10","1005.6","34.0","69","0.4","119","2.6","191","0.0","2.40"
"11","1005.2","34.6","69","0.7","157","3.5","233","0.0","3.50"
"12","1004.7","34.2","72","0.9","175","3.8","237","0.0","3.50"
"13","1004.3","34.1","71","0.9","157","4.6","195","0.0","3.50"
"14","1004.0","33.9","71","0.8","144","5.7","196","0.0","3.20"
"15","1003.7","32.9","74","1.3","167","6.8","130","0.0","2.60"
"16","1003.7","33.1","73","0.9","197","5.1","134","0.0","2.00"
"17","1004.3","30.5","82","0.6","155","4.9","142","0.0","0.40"
"18","1004.9","30.2","84","0.7","200","3.0","135","0.0","0.00"
"19","1005.5","30.0","85","0.7","171","2.2","209","0.0","0.00"
"20","1006.6","29.7","86","0.4","212","2.2","133","0.0","0.00"
"21","1008.1","25.0","92","1.5","50","7.5","347","2.0","0.00"
"22","1009.8","23.8","99","0.1","0","3.3","341","2.0","0.00"
"23","1008.5","23.5","100","0.4","235","2.3","208","0.0","0.00"
"24","1008.0","23.9","100","0.3","226","3.2","262","0.0","0.00"
