"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.4","25.6","100","0.0","0","0.8","208","0.0","0.00"
"02","1007.9","25.4","100","0.0","0","0.0","0","0.0","0.00"
"03","1007.9","25.4","100","0.0","0","0.7","210","0.0","0.00"
"04","1007.6","25.5","100","0.0","0","0.5","210","0.0","0.00"
"05","1008.0","25.2","100","0.0","0","0.2","0","0.0","0.00"
"06","1008.3","25.0","100","0.0","0","0.0","0","0.0","0.00"
"07","1008.7","26.5","100","0.0","0","1.3","285","0.0","0.30"
"08","1009.2","27.6","94","0.0","0","1.2","217","0.0","0.80"
"09","1008.9","29.4","85","0.3","308","1.5","329","0.0","1.40"
"10","1008.9","31.2","77","0.7","84","2.5","92","0.0","2.20"
"11","1008.6","31.9","74","1.0","56","3.5","61","0.0","2.50"
"12","1008.1","32.6","73","1.1","45","4.0","106","0.0","3.00"
"13","1007.1","32.3","76","1.1","53","4.2","113","0.0","3.00"
"14","1006.4","30.2","84","1.1","53","3.7","30","0.0","1.60"
"15","1006.3","29.4","87","0.7","48","2.9","71","0.0","0.50"
"16","1006.3","28.8","88","0.6","59","2.4","62","0.0","0.30"
"17","1005.8","28.2","91","0.0","0","2.4","10","0.0","0.00"
"18","1006.8","27.6","93","0.0","0","1.4","32","0.0","0.00"
"19","1007.2","27.3","95","0.0","0","1.1","4","0.0","0.00"
"20","1007.9","27.0","96","0.0","0","0.0","0","0.0","0.00"
"21","1008.5","26.9","98","0.0","0","0.0","0","0.0","0.00"
"22","1008.6","27.0","95","0.6","48","4.0","11","0.0","0.00"
"23","1008.4","26.7","96","0.1","0","2.7","40","0.0","0.00"
"24","1008.2","26.3","98","0.0","0","1.3","18","0.0","0.00"
